street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
THAMES,THAMES,NA,2,4,1,3,8,8,30,G00010030,THAMES
THAMES,THAMES,NA,6,12,5,11,8,8,31,G00010031,THAMES
BROADWAY,BROADWAY,NA,111,113,108,112,8,9,32,G00010032,BROADWAY
BROADWAY,BROADWAY,NA,115,129,114,124,8,9,33,G00010033,BROADWAY
BROADWAY,BROADWAY,NA,239,249,NA,NA,14,0,35,G00010035,BROADWAY
NA,DUANE,NA,36,60,39,59,38,38,36,G00010036,DUANE
NA,PEARL,NA,513,535,514,534,38,38,37,G00010037,PEARL
NA,THOMPSON,NA,21,47,22,48,121,121,38,G00010038,THOMPSON
NA,ELM,NA,176,212,177,211,53,53,39,G00010039,ELM
NA,MARION,NA,2,38,1,37,53,54,40,G00010040,MARION
MULBERRY,MULBERRY,NA,177,211,178,210,54,55,41,G00010041,MULBERRY
NA,MOTT,NA,171,205,172,206,55,56,42,G00010042,MOTT
ELIZABETH,ELIZABETH,NA,129,163,130,164,56,57,43,G00010043,ELIZABETH
NA,ELM,NA,80,90,79,89,63,63,44,G00010044,ELM
1 AVE,1 AVE,NA,873,895,876,892,552,552,45,G00010045,1 AVE
E 42,E 42,NA,101,133,100,130,570,570,46,G00010046,E 42
NA,W 14,NA,500,560,501,561,244,247,47,G00010047,W 14
NA,11 AVE,NA,NA,NA,2,18,247,247,48,G00010048,11 AVE
W 15,W 15,NA,500,560,501,557,247,247,49,G00010049,W 15
NA,11 AVE,NA,NA,NA,20,38,247,247,50,G00010050,11 AVE
NA,W 16,NA,500,556,501,557,247,326,51,G00010051,W 16
NA,11 AVE,NA,41,59,40,58,326,326,52,G00010052,11 AVE
NA,W 17,NA,500,560,501,561,326,326,53,G00010053,W 17
NA,11 AVE,NA,61,79,60,78,326,326,54,G00010054,11 AVE
W 18,W 18,NA,500,560,501,561,326,326,55,G00010055,W 18
NA,11 AVE,NA,81,99,80,98,326,326,56,G00010056,11 AVE
NA,W 19,NA,500,560,501,561,326,326,57,G00010057,W 19
NA,11 AVE,NA,101,119,100,118,326,326,58,G00010058,11 AVE
NA,W 20,NA,500,560,501,561,326,326,59,G00010059,W 20
NA,11 AVE,NA,121,139,120,138,326,326,60,G00010060,11 AVE
NA,W 21,NA,500,560,501,561,326,326,61,G00010061,W 21
NA,11 AVE,NA,141,159,140,158,326,326,63,G00010063,11 AVE
E 66,E 66,NA,501,541,500,540,616,616,64,G00010064,E 66
NA,E 65,NA,501,541,500,540,616,618,65,G00010065,E 65
NA,W 53,NA,600,650,601,651,509,509,66,G00010066,W 53
NA,12 AVE,NA,NA,NA,NA,NA,509,509,67,G00010067,12 AVE
NA,W 56,NA,600,650,601,651,514,514,68,G00010068,W 56
NA,JERSEY,NA,1,19,2,18,63,63,69,G00010069,JERSEY
BEEKMAN PL,BEEKMAN PL,NA,2,18,1,19,552,552,70,G00010070,BEEKMAN PL
NA,W 13,NA,400,454,401,455,244,244,71,G00010071,W 13
NA,W 11,NA,NA,NA,401,441,NA,NA,72,G00010072,W 11
NA,GANSEVOORT,NA,110,148,NA,NA,243,243,73,G00010073,GANSEVOORT
NA,13 AVE,NA,NA,NA,56,68,243,243,76,G00010076,13 AVE
NA,ROGERT,NA,NA,NA,NA,NA,243,243,77,G00010077,ROGERT
NA,WEST,NA,537,539,536,538,243,243,78,G00010078,WEST
NA,13 AVE,NA,NA,NA,70,82,243,243,79,G00010079,13 AVE
NA,BLOOMFIELD,NA,NA,NA,NA,NA,243,243,80,G00010080,BLOOMFIELD
NA,WEST,NA,1,7,NA,NA,243,243,81,G00010081,WEST
NA,13 AVE,NA,NA,NA,2,8,NA,NA,83,G00010083,13 AVE
NA,BANK,NA,NA,NA,NA,NA,NA,NA,84,G00010084,BANK
NA,13 AVE,NA,NA,NA,10,16,NA,NA,85,G00010085,13 AVE
NA,BETHUNE,NA,63,73,66,74,NA,NA,86,G00010086,BETHUNE
NA,13 AVE,NA,NA,NA,18,28,NA,NA,87,G00010087,13 AVE
NA,W 12,NA,NA,NA,403,427,NA,NA,88,G00010088,W 12
NA,13 AVE,NA,NA,NA,30,36,NA,NA,89,G00010089,13 AVE
NA,JANE,NA,142,162,143,163,NA,NA,90,G00010090,JANE
NA,13 AVE,NA,NA,NA,38,46,NA,NA,91,G00010091,13 AVE
NA,HORATIO,NA,120,148,NA,NA,NA,NA,92,G00010092,HORATIO
NA,13 AVE,NA,NA,NA,48,54,NA,NA,93,G00010093,13 AVE
NA,13 AVE,NA,NA,NA,84,106,243,243,94,G00010094,13 AVE
NA,W LITTLE 12,NA,NA,NA,NA,NA,243,244,95,G00010095,W LITTLE 12
NA,13 AVE,NA,NA,NA,108,122,244,244,96,G00010096,13 AVE
W 13,W 13,NA,500,550,501,551,244,244,97,G00010097,W 13
NA,13 AVE,NA,NA,NA,124,130,244,244,98,G00010098,13 AVE
NA,WATER,NA,686,736,687,737,130,130,99,G00010099,WATER
NA,SOUTH,NA,387,409,NA,NA,130,NA,100,G00010100,SOUTH
NA,FRONT,NA,346,388,345,389,130,130,101,G00010101,FRONT
NA,CORLEANS,NA,NA,NA,NA,NA,130,130,102,G00010102,CORLEANS
NA,CORLEARS,NA,NA,NA,NA,NA,130,130,103,G00010103,CORLEARS
NA,E 14,NA,801,815,800,814,0,0,104,G00010104,E 14
NA,E 13,NA,743,747,742,746,0,376,105,G00010105,E 13
NA,DOCK,NA,NA,NA,NA,NA,376,376,106,G00010106,DOCK
NA,E 13,NA,701,723,700,722,0,376,107,G00010107,E 13
NA,E 13,NA,725,741,724,740,0,376,108,G00010108,E 13
NA,E 9,NA,801,841,800,840,322,322,109,G00010109,E 9
E 63,E 63,NA,501,531,500,530,618,618,110,G00010110,E 63
E 62,E 62,NA,501,511,500,510,618,619,111,G00010111,E 62
E 61,E 61,NA,501,505,500,504,619,622,112,G00010112,E 61
NA,E 60,NA,501,505,500,504,622,622,113,G00010113,E 60
NA,JONES ALY,NA,NA,NA,NA,NA,65,65,114,G00010114,JONES ALY
BLEECKER,BLEECKER,NA,44,62,45,63,64,65,115,G00010115,BLEECKER
BOND,BOND,NA,2,60,1,61,65,65,116,G00010116,BOND
E 40,E 40,NA,401,423,400,422,480,483,117,G00010117,E 40
E 39,E 39,NA,401,423,400,422,483,484,118,G00010118,E 39
W 66,W 66,NA,NA,NA,NA,NA,521,524,119,G00010119,W 66
NA,MANGIN,NA,17,43,16,42,132,133,120,G00010120,MANGIN
NA,GOERICK,NA,21,49,20,50,134,132,121,G00010121,GOERICK
NA,LEWIST,NA,21,43,22,44,135,134,122,G00010122,LEWIST
12 AVE,12 AVE,NA,NA,NA,NA,NA,519,519,123,G00010123,12 AVE
W 61,W 61,NA,300,332,301,333,519,519,124,G00010124,W 61
12 AVE,12 AVE,NA,NA,NA,NA,NA,519,519,125,G00010125,12 AVE
W 62,W 62,NA,NA,NA,NA,NA,519,519,126,G00010126,W 62
12 AVE,12 AVE,NA,NA,NA,NA,NA,519,519,127,G00010127,12 AVE
W 63,W 63,NA,NA,NA,NA,NA,519,521,128,G00010128,W 63
12 AVE,12 AVE,NA,NA,NA,NA,NA,521,521,129,G00010129,12 AVE
W 64,W 64,NA,NA,NA,NA,NA,521,521,130,G00010130,W 64
12 AVE,12 AVE,NA,NA,NA,NA,NA,521,521,131,G00010131,12 AVE
W 65,W 65,NA,NA,NA,NA,NA,521,521,132,G00010132,W 65
NA,CANNON,NA,21,43,22,44,138,135,133,G00010133,CANNON
COLUMBIA,COLUMBIA,NA,23,43,24,46,138,138,134,G00010134,COLUMBIA
NA,SHERIFF,NA,17,41,18,42,140,138,135,G00010135,SHERIFF
NA,WILLETT,NA,21,43,20,46,140,140,136,G00010136,WILLETT
NA,PITT,NA,21,45,20,46,144,140,137,G00010137,PITT
NA,RIDGE,NA,29,47,30,48,145,144,138,G00010138,RIDGE
NA,ATTORNEY,NA,45,79,46,78,150,145,139,G00010139,ATTORNEY
NA,CLINTON,NA,108,136,109,137,150,150,140,G00010140,CLINTON
NA,SUFFOLK,NA,61,89,64,88,149,150,141,G00010141,SUFFOLK
NA,NORFOLK,NA,63,81,60,82,204,149,142,G00010142,NORFOLK
NA,ESSEX,NA,75,97,76,96,204,204,143,G00010143,ESSEX
NA,LUDLOW,NA,81,103,82,104,205,204,144,G00010144,LUDLOW
NA,ORCHARD,NA,91,115,90,114,205,205,145,G00010145,ORCHARD
NA,ALLEN,NA,91,115,90,114,206,205,146,G00010146,ALLEN
NA,ELDRIDGE,NA,101,119,102,132,206,206,147,G00010147,ELDRIDGE
NA,FORSYTH,NA,111,133,110,134,207,206,148,G00010148,FORSYTH
CHRYSTIE,CHRYSTIE,NA,125,151,122,148,207,207,149,G00010149,CHRYSTIE
NA,E 25,NA,401,441,400,440,427,427,150,G00010150,E 25
NA,E 23,NA,NA,NA,500,530,427,426,151,G00010151,E 23
NA,E 21,NA,601,603,600,602,425,424,152,G00010152,E 21
NA,E 22,NA,501,541,NA,NA,426,425,153,G00010153,E 22
NA,E 20,NA,601,611,600,610,424,414,154,G00010154,E 20
NA,E 19,NA,601,631,600,630,414,414,155,G00010155,E 19
NA,E 16,NA,701,745,700,744,0,0,156,G00010156,E 16
NA,E 16,NA,801,805,800,804,0,0,157,G00010157,E 16
NA,EAST,NA,NA,NA,NA,NA,0,0,158,G00010158,EAST
NA,EAST,NA,NA,NA,NA,NA,0,0,159,G00010159,EAST
NA,EAST,NA,NA,NA,NA,NA,0,0,160,G00010160,EAST
NA,AVE D,NA,NA,NA,NA,NA,0,0,161,G00010161,AVE D
NA,DELANCEY,NA,2,18,1,19,208,207,162,G00010162,DELANCEY
BOWERY,BOWERY,NA,148,180,151,181,57,207,163,G00010163,BOWERY
BOWERY,BOWERY,NA,182,188,183,193,57,208,164,G00010164,BOWERY
NA,W 46,NA,600,660,601,659,444,446,165,G00010165,W 46
NA,W 45,NA,600,660,601,659,443,444,166,G00010166,W 45
NA,W 44,NA,600,660,601,661,443,443,167,G00010167,W 44
W 43,W 43,NA,600,660,601,661,443,443,168,G00010168,W 43
NA,AVE B,NA,NA,NA,NA,NA,613,613,169,G00010169,AVE B
NA,AVE B,NA,NA,NA,NA,NA,613,613,170,G00010170,AVE B
NA,E 73,NA,501,525,500,524,613,613,171,G00010171,E 73
NA,AVE B,NA,NA,NA,NA,NA,613,613,172,G00010172,AVE B
NA,E 74,NA,501,541,500,540,613,613,173,G00010173,E 74
NA,AVE B,NA,NA,NA,NA,NA,610,610,174,G00010174,AVE B
NA,E 75,NA,501,531,500,530,610,613,175,G00010175,E 75
NA,AVE B,NA,NA,NA,NA,NA,610,610,176,G00010176,AVE B
NA,E 76,NA,501,519,500,518,610,610,177,G00010177,E 76
NA,AVE B,NA,NA,NA,NA,NA,609,609,178,G00010178,AVE B
NA,E 77,NA,501,521,500,520,609,610,179,G00010179,E 77
NA,AVE B,NA,NA,NA,NA,NA,609,609,180,G00010180,AVE B
NA,E 78,NA,501,555,502,556,609,609,181,G00010181,E 78
NA,E 79,NA,NA,NA,NA,NA,607,609,182,G00010182,E 79
NA,E 80,NA,601,603,600,602,604,607,183,G00010183,E 80
NA,E 81,NA,601,603,600,602,604,604,184,G00010184,E 81
NA,E 82,NA,NA,NA,NA,NA,604,604,185,G00010185,E 82
NA,E 83,NA,601,611,600,612,604,604,186,G00010186,E 83
NA,E 84,NA,NA,NA,600,610,604,604,187,G00010187,E 84
NA,E 85,NA,NA,NA,NA,NA,604,604,188,G00010188,E 85
NA,E 86,NA,601,615,NA,NA,601,604,189,G00010189,E 86
NA,E 87,NA,601,609,600,608,601,601,190,G00010190,E 87
NA,E 88,NA,601,615,600,610,601,601,191,G00010191,E 88
NA,E 89,NA,NA,NA,600,624,601,601,192,G00010192,E 89
NA,E 86,NA,501,553,500,552,601,604,193,G00010193,E 86
NA,AVE B,NA,NA,NA,NA,NA,601,601,194,G00010194,AVE B
NA,E 90,NA,501,543,500,542,601,601,195,G00010195,E 90
NA,E 91,NA,501,515,500,514,624,601,196,G00010196,E 91
NA,E 94,NA,401,417,400,416,624,624,197,G00010197,E 94
NA,E 95,NA,NA,NA,NA,NA,624,624,198,G00010198,E 95
NA,E 98,NA,NA,NA,NA,NA,624,624,199,G00010199,E 98
NA,PLEASANT AVE,NA,213,223,NA,NA,633,633,200,G00010200,PLEASANT AVE
NA,PLEASANT AVE,NA,225,235,224,234,633,633,201,G00010201,PLEASANT AVE
NA,E 112,NA,401,445,400,444,633,633,202,G00010202,E 112
NA,PLEASANT AVE,NA,237,261,236,260,633,633,203,G00010203,PLEASANT AVE
NA,E 113,NA,401,451,400,450,633,633,204,G00010204,E 113
NA,E 99,NA,401,403,400,402,624,624,205,G00010205,E 99
NA,E 100,NA,401,411,400,410,624,624,206,G00010206,E 100
NA,E 101,NA,401,419,400,420,624,624,207,G00010207,E 101
NA,E 102,NA,401,455,400,454,624,624,208,G00010208,E 102
NA,E 103,NA,401,433,400,432,624,624,209,G00010209,E 103
NA,E 104,NA,401,445,400,444,626,624,210,G00010210,E 104
NA,E 105,NA,401,435,400,434,626,626,211,G00010211,E 105
NA,E 106,NA,400,434,401,435,627,626,212,G00010212,E 106
NA,E 107,NA,401,431,400,430,627,627,213,G00010213,E 107
NA,E 115,NA,501,531,500,530,635,633,214,G00010214,E 115
NA,E 116,NA,501,555,500,554,635,635,215,G00010215,E 116
NA,E 117,NA,501,561,500,560,635,635,216,G00010216,E 117
NA,E 121,NA,145,161,146,160,641,641,217,G00010217,E 121
NA,E 118,NA,145,175,144,176,639,639,218,G00010218,E 118
NA,E 129,NA,201,241,200,240,652,652,219,G00010219,E 129
NA,LEXINGTON AVE,NA,NA,NA,NA,NA,653,653,221,G00010221,LEXINGTON AVE
NA,E 131,NA,NA,NA,NA,NA,653,653,222,G00010222,E 131
NA,W 110,NA,NA,NA,1,57,0,630,223,G00010223,W 110
NA,E 110,NA,1,39,2,22,630,630,224,G00010224,E 110
NA,5 AVE,NA,NA,NA,1601,1609,0,630,225,G00010225,5 AVE
NA,5 AVE,NA,NA,NA,1611,1619,630,630,226,G00010226,5 AVE
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,227,G00010227,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,229,G00010229,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,230,G00010230,EXTERIOR
NA,W 134,NA,NA,NA,NA,NA,653,653,231,G00010231,W 134
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,232,G00010232,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,233,G00010233,EXTERIOR
NA,E 136,NA,43,49,44,50,653,653,234,G00010234,E 136
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,235,G00010235,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,236,G00010236,EXTERIOR
NA,E 138,NA,NA,NA,NA,NA,653,653,237,G00010237,E 138
NA,MADISON AVE,NA,NA,NA,NA,NA,653,653,238,G00010238,MADISON AVE
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,239,G00010239,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,240,G00010240,EXTERIOR
NA,W 139,NA,1,35,2,36,653,653,241,G00010241,W 139
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,242,G00010242,EXTERIOR
NA,W 140,NA,NA,NA,2,30,653,653,243,G00010243,W 140
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,244,G00010244,EXTERIOR
NA,W 141,NA,NA,NA,NA,NA,653,653,245,G00010245,W 141
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,246,G00010246,EXTERIOR
NA,W 142,NA,NA,NA,NA,NA,653,653,247,G00010247,W 142
NA,EXTERIOR,NA,NA,NA,NA,NA,653,653,248,G00010248,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,654,249,G00010249,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,654,250,G00010250,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,NA,251,G00010251,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,NA,252,G00010252,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,654,253,G00010253,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,654,254,G00010254,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,NA,255,G00010255,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,NA,256,G00010256,EXTERIOR
NA,W 153,NA,180,186,181,187,654,654,257,G00010257,W 153
NA,EXTERIOR,NA,NA,NA,NA,NA,654,654,258,G00010258,EXTERIOR
NA,EXTERIOR,NA,NA,NA,NA,NA,654,654,259,G00010259,EXTERIOR
NA,7 AVE,NA,2598,2618,2599,2619,536,654,260,G00010260,7 AVE
NA,7 AVE,NA,NA,NA,NA,NA,536,654,261,G00010261,7 AVE
NA,W 154,NA,200,210,201,211,536,536,262,G00010262,W 154
NA,8 AVE,CENTRAL PARK WEST,487,497,NA,NA,529,0,263,G00010263,8 AVE
NA,W 110,NA,NA,NA,201,241,0,536,264,G00010264,W 110
NA,W 110,NA,300,310,301,311,529,529,265,G00010265,W 110
NA,8 AVE,NA,2001,2047,2000,2048,529,536,266,G00010266,8 AVE
STONE,STONE,NA,63,67,64,70,1,1,267,G00000001,STONE
GOLD,GOLD,NA,19,23,20,24,11,10,268,G00000002,GOLD
E 109,E 109,NA,1,49,2,48,630,630,269,G00000003,E 109
8 AVE,8 AVE,NA,385,401,382,400,353,411,270,G00000004,8 AVE
E 61,E 61,NA,401,445,400,444,619,622,271,G00000005,E 61
GREENWICH,GREENWICH,NA,752,770,753,771,237,236,272,G00000006,GREENWICH
3 AVE,3 AVE,NA,1230,1248,1231,1247,594,615,273,G00000007,3 AVE
7 AVE,7 AVE,NA,118,132,119,133,330,187,275,G00000009,7 AVE
PARK AVE,4 AVE,NA,1202,1210,NA,NA,589,589,276,G00000010,4 AVE
COLUMBUS AVE,COLUMBUS AVE,NA,NA,NA,NA,NA,521,521,277,G00000011,COLUMBUS AVE
4 AVE,4 AVE,NA,76,90,75,91,66,67,278,G00000012,4 AVE
BROADWAY,BLVD,BROADWAY,NA,NA,2602,2618,527,527,279,G00000013,BLVD
WALL,WALL,NA,8,20,9,21,9,9,281,G00000015,WALL
E HOUSTON,E HOUSTON,NA,490,508,487,509,300,300,284,G00000018,E HOUSTON
LEXINGTON AVE,LEXINGTON AVE,NA,436,454,437,453,571,537,285,G00000019,LEXINGTON AVE
W 84,W 84,NA,300,348,301,349,526,526,286,G00000020,W 84
BLEECKER,BLEECKER,NA,402,414,403,417,235,235,287,G00000021,BLEECKER
LEROY,LEROY,NA,40,68,39,57,219,226,288,G00000022,LEROY
COLUMBUS AVE,COLUMBUS AVE,NA,1002,1008,1003,1009,529,529,291,G00000025,COLUMBUS AVE
LENOX AVE,LENOX AVE,NA,1089,1107,1090,1108,630,630,292,G00000026,LENOX AVE
3 AVE,3 AVE,NA,2202,2218,2203,2217,641,642,293,G00000028,3 AVE
GRAND,GRAND,NA,162,172,165,171,54,52,294,G00000029,GRAND
E 102,E 102,NA,101,127,100,126,625,625,295,G00000030,E 102
BROADWAY,BROADWAY,NA,1709,1731,1706,1740,505,505,297,G00000033,BROADWAY
E 13,E 13,NA,35,61,36,62,181,181,299,G00000035,E 13
MADISON AVE,MADISON AVE,NA,1234,1252,1239,1257,600,600,300,G00000036,MADISON AVE
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,340,349,528,528,301,G00000037,RIVERSIDE DR
E 86,E 86,NA,101,133,100,132,598,591,303,G00000039,E 86
W 25,W 25,NA,400,462,401,463,346,347,304,G00000040,W 25
LEX AVE,LEXINGTON AVE,NA,1244,1260,1241,1261,591,597,308,G00000044,LEXINGTON AVE
BROADWAY ALY,BROADWAY ALY,NA,NA,NA,NA,NA,474,474,309,G00000045,BROADWAY ALY
W 34,W 34,NA,100,170,101,171,293,294,310,G00000046,W 34
AMSTERDAM AVE,10 AVE,NA,1734,1756,1735,1757,532,532,311,G00000047,10 AVE
LAFAYETTE CT,LAFAYETTE CT,NA,1,7,2,8,67,67,312,G00000048,LAFAYETTE CT
BROADWAY,BLVD,BROADWAY,NA,NA,2500,2520,527,527,313,G00000049,BLVD
MULBERRY,MULBERRY,NA,291,309,292,310,64,64,314,G00000050,MULBERRY
ELDRIDGE,ELDRIDGE,NA,121,145,134,166,209,209,316,G00000052,ELDRIDGE
E 46,E 46,NA,301,353,300,350,548,546,317,G00000053,E 46
BEDFORD,BEDFORT,NA,31,37,24,32,220,221,318,G00000054,BEDFORT
W 115,W 115,NA,100,130,101,143,638,638,320,G00000056,W 115
3 AVE,3 AVE,NA,1764,1782,1765,1783,625,624,321,G00000057,3 AVE
MADISON AVE,MADISON AVE,NA,452,460,439,457,576,576,322,G00000058,MADISON AVE
W 30,W 30,NA,100,158,101,157,287,288,323,G00000059,W 30
AUDUBON AVE,AUDUBON AVE,NA,NA,NA,NA,NA,534,534,326,G00000062,AUDUBON AVE
E 88,E 88,NA,131,179,130,180,599,599,327,G00000063,E 88
STATE,STATE,NA,NA,NA,1,14,0,1,328,G00000064,STATE
ACADEMY,ACADEMY,NA,682,698,683,699,535,535,329,G00000065,ACADEMY
LEX AVE,LEXINGTON AVE,NA,1622,1634,1623,1635,625,625,330,G00000066,LEXINGTON AVE
FULTON,FULTON,NA,20,24,19,23,10,10,332,G00000068,FULTON
W 204,W 204,NA,658,682,659,683,535,535,333,G00000069,W 204
HOWARD,HOWARD,NA,1,9,2,10,52,52,334,G00000070,HOWARD
E 84,E 84,NA,1,37,2,38,591,590,335,G00000071,E 84
3 AVE,3 AVE,NA,1066,1084,1071,1089,593,617,337,G00000073,3 AVE
UNION W SQ,UNION W SQ,NA,1,15,NA,NA,182,0,338,G00000074,UNION W SQ
2 AVE,2 AVE,NA,69,85,72,86,267,267,339,G00000075,2 AVE
W 30,W 30,NA,500,554,501,563,382,384,340,G00000076,W 30
W 120,W 120,NA,500,546,501,547,529,529,341,G00000077,W 120
W 4,W 4,NA,2,14,1,13,157,164,342,G00000078,W 4
E 72,E 72,NA,501,541,500,540,613,613,343,G00000079,E 72
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,1501,1519,1500,1518,535,535,344,G00000080,NICHOLAS AVE
1 AVE,1 AVE,NA,393,409,394,408,428,427,345,G00000081,1 AVE
W 10,W 10,NA,154,184,155,181,167,167,346,G00000082,W 10
MADISON AVE,MADISON AVE,NA,1770,1782,1771,1783,638,638,347,G00000083,MADISON AVE
5 AVE,5 AVE,NA,NA,NA,1453,1463,0,625,348,G00000084,5 AVE
W 4,W 4,NA,216,230,215,231,232,167,349,G00000085,W 4
W 49,W 49,NA,2,74,1,75,575,575,351,G00000087,W 49
BETHUNE,BETHUNE,NA,1,31,2,36,238,238,352,G00000088,BETHUNE
RIVINGTON,RIVINGTON,NA,268,288,269,289,155,137,353,G00000089,RIVINGTON
E 107,E 107,NA,129,183,128,174,630,630,354,G00000090,E 107
W 171,W 171,NA,NA,NA,NA,NA,534,534,355,G00000091,W 171
SAINT CLASSON PL,SAINT CLASSON PL,NA,NA,NA,67,67,530,530,356,G00000092,SAINT CLASSON PL
LENOX AVE,LENOX AVE,NA,1229,1247,1230,1248,640,640,358,G00000094,LENOX AVE
PARK AVE,4 AVE,NA,1417,1427,NA,NA,623,623,359,G00000095,4 AVE
2 AVE,2 AVE,NA,825,841,822,844,544,545,360,G00000096,2 AVE
5 AVE,5 AVE,NA,NA,NA,1501,1511,0,625,362,G00000098,5 AVE
SHERMAN AVE,SHERMAN AVE,NA,78,136,77,135,535,535,363,G00000099,SHERMAN AVE
E 106,E 106,NA,25,59,26,60,630,625,364,G00000100,E 106
MADISON AVE,MADISON AVE,NA,1102,1112,1103,1119,590,590,365,G00000101,MADISON AVE
E 17,E 17,NA,1,27,2,30,186,186,366,G00000102,E 17
E 60,E 60,NA,401,443,400,442,622,622,367,G00000103,E 60
W 15,W 15,NA,300,370,301,371,245,246,368,G00000104,W 15
SHINBONE ALY,SHINBONE ALY,NA,NA,NA,NA,NA,65,65,369,G00000105,SHINBONE ALY
E 65,E 65,NA,101,135,100,130,587,587,370,G00000106,E 65
CANAL,CANAL,NA,NA,NA,1,21,87,87,371,G00000107,CANAL
MADISON AVE,MADISON AVE,NA,NA,NA,1853,1873,0,641,372,G00000108,MADISON AVE
MADISON AVE,MADISON AVE,NA,1072,1086,1071,1085,590,590,373,G00000109,MADISON AVE
5 AVE,5 AVE,NA,198,200,NA,NA,278,278,374,G00000110,5 AVE
W 29,W 29,NA,100,164,101,169,287,287,375,G00000111,W 29
E 103,E 103,NA,149,173,148,172,625,625,377,G00000113,E 103
W 111,W 111,NA,NA,NA,NA,NA,529,529,380,G00000117,W 111
GROVE,GROVE,NA,47,75,50,76,232,224,381,G00000118,GROVE
E 84,E 84,NA,NA,NA,NA,NA,591,590,382,G00000119,E 84
C W P,8 AVE,CENTRAL PARK WEST,112,115,NA,NA,524,0,383,G00000120,8 AVE
PARK ROW,CHATHAM,NA,70,124,71,123,39,35,384,G00000121,CHATHAM
WASHINGTON E SQ,WASHINGTON E SQ,NA,NA,NA,75,83,0,158,385,G00000122,WASHINGTON E SQ
