street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
MORNINGSIDE AVE,MORNINGSIDE AVE,NA,114,120,NA,NA,530,530,1821,G00001599,MORNINGSIDE AVE
GREENWICH,GREENWICH,NA,832,846,821,839,243,242,1822,G00001600,GREENWICH
AMSTERDAM AVE,10 AVE,NA,902,916,903,917,528,528,1823,G00001602,10 AVE
E 31,E 31,NA,135,163,132,162,475,475,1824,G00001603,E 31
E 17,E 17,NA,317,353,328,354,437,437,1825,G00001604,E 17
DUANE,DUANE,NA,156,162,151,163,15,15,1826,G00001605,DUANE
GREENWICH,GREENWICH,NA,468,480,471,477,24,23,1827,G00001606,GREENWICH
WADSWORTH AVE,WADSWORTH AVE,NA,200,230,201,231,535,535,1828,G00001607,WADSWORTH AVE
AVE C,AVE C,NA,15,31,14,32,306,307,1829,G00001608,AVE C
E 80,E 80,NA,NA,NA,NA,NA,590,589,1830,G00001609,E 80
E 50,E 50,NA,NA,NA,NA,NA,576,576,1831,G00001610,E 50
PARK AVE,4 AVE,NA,NA,NA,1886,1918,630,630,1832,G00001611,4 AVE
STANTON,STANTON,NA,168,186,169,187,304,152,1833,G00001612,STANTON
E 96,E 96,NA,201,235,200,234,624,624,1835,G00001614,E 96
C S P,CENTRAL PARK SOUTH,NA,2,54,NA,NA,584,0,1836,G00001615,CENTRAL PARK SOUTH
THOMAS,THOMAS,NA,28,40,29,41,15,15,1837,G00001616,THOMAS
DELANCEY,DELANCEY,NA,20,34,21,35,208,207,1838,G00001618,DELANCEY
W 50,W 50,NA,2,78,1,83,575,578,1839,G00001619,W 50
MADISON AVE,MADISON AVE,NA,1784,1802,1785,1803,639,639,1840,G00001620,MADISON AVE
WATTS,WATTS,NA,33,59,32,64,109,109,1841,G00001621,WATTS
E 37,E 37,NA,127,157,132,156,477,477,1842,G00001622,E 37
11 AVE,11 AVE,NA,437,453,438,454,393,389,1843,G00001623,11 AVE
W 112,W 112,NA,2,58,1,55,630,631,1846,G00001626,W 112
W 153,W 153,NA,400,470,401,471,532,532,1847,G00001627,W 153
W 94,W 94,NA,100,176,101,177,527,527,1848,G00001628,W 94
6 AVE,6 AVE,NA,499,519,500,518,288,289,1849,G00001629,6 AVE
GRAMERCY E PARK,GRAMERCY E PARK,NA,NA,NA,34,38,71,71,1850,G00001630,GRAMERCY E PARK
MARKET,MARKET,NA,10,22,9,21,77,75,1851,G00001631,MARKET
PARK AVE,4 AVE,NA,NA,NA,955,971,584,584,1852,G00001632,4 AVE
9 AVE,9 AVE,NA,313,331,312,330,380,352,1853,G00001633,9 AVE
E 66,E 66,NA,301,351,300,352,616,616,1854,G00001634,E 66
E 104,E 104,NA,1,29,2,30,625,625,1855,G00001636,E 104
HORATIO,HORATIO,NA,2,18,NA,NA,179,179,1858,G00001639,HORATIO
E 4,E 4,NA,49,87,46,82,267,258,1861,G00001642,E 4
W 89,W 89,NA,NA,NA,NA,NA,527,527,1862,G00001643,W 89
5 AVE,5 AVE,NA,686,704,687,703,582,582,1863,G00001644,5 AVE
5 AVE,5 AVE,NA,NA,NA,895,909,0,587,1864,G00001645,5 AVE
MORTON,MORTON,NA,30,68,31,69,226,226,1865,G00001646,MORTON
PARK AVE,4 AVE,NA,2196,2216,NA,NA,641,641,1866,G00001648,4 AVE
COLUMBUS CIR,COLUMBUS CIR,NA,17,20,NA,NA,506,506,1867,G00001649,COLUMBUS CIR
ESPLANADE GD PLZ,LENOX AVE,NA,1773,1791,1774,1792,654,654,1868,G00001650,LENOX AVE
WADSWORTH AVE,WADSWORTH AVE,NA,278,294,279,295,535,535,1869,G00001651,WADSWORTH AVE
W 60,W 60,NA,100,168,101,169,517,517,1870,G00001652,W 60
DIVISION,DIVISION,NA,80,86,71,87,194,74,1872,G00001654,DIVISION
LENOX AVE,LENOX AVE,NA,1309,1327,1310,1328,640,640,1873,G00001655,LENOX AVE
VESEY,VESEY,NA,71,83,72,86,13,13,1874,G00001656,VESEY
E 74,E 74,NA,201,255,200,254,612,615,1875,G00001657,E 74
CLARKSON,CLARKSON,NA,30,54,31,53,218,217,1877,G00001659,CLARKSON
BLEECKER,BLEECKER,NA,74,90,75,89,127,157,1879,G00001661,BLEECKER
F DOUGLASS BLVD,8 AVE,NA,2323,2341,2324,2342,530,536,1880,G00001662,8 AVE
CHARLES,CHARLES,NA,128,146,129,145,231,231,1881,G00001663,CHARLES
3 AVE,3 AVE,NA,524,540,525,547,476,489,1882,G00001664,3 AVE
W 95,W 95,NA,100,168,101,169,527,527,1883,G00001665,W 95
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,150,155,527,527,1885,G00001667,RIVERSIDE DR
LENOX AVE,LENOX AVE,NA,1413,1429,1418,1432,650,650,1886,G00001668,LENOX AVE
E 127,E 127,NA,NA,NA,NA,NA,651,648,1887,G00001669,E 127
W 38,W 38,NA,300,366,301,361,399,398,1888,G00001670,W 38
SOUTH,SOUTH,NA,29,39,NA,NA,1,0,1889,G00001671,SOUTH
E 119,E 119,NA,301,353,300,366,643,636,1890,G00001672,E 119
WILLIAM,WILLIAM,NA,95,109,96,108,11,11,1891,G00001673,WILLIAM
5 AVE,5 AVE,NA,424,440,425,441,298,298,1892,G00001674,5 AVE
BROADWAY,BROADWAY,NA,NA,NA,8,30,1,9,1894,G00001676,BROADWAY
E 51,E 51,NA,435,445,436,446,554,554,1895,G00001677,E 51
DOVERS,DOVERS,NA,1,11,2,14,32,37,1897,G00001679,DOVERS
LENOX AVE,LENOX AVE,NA,1189,1207,1190,1208,639,639,1899,G00001681,LENOX AVE
W 37,W 37,NA,122,158,123,153,294,299,1901,G00001683,W 37
GRAND,GRAND,NA,408,424,409,423,145,146,1902,G00001684,GRAND
E 63,E 63,NA,1,23,2,24,586,586,1903,G00001685,E 63
W 25,W 25,NA,200,282,201,269,344,344,1904,G00001686,W 25
GRAND,GRAND,NA,540,556,543,561,135,131,1906,G00001688,GRAND
E 40,E 40,NA,23,49,22,42,570,298,1907,G00001690,E 40
AMSTERDAM AVE,10 AVE,NA,522,534,523,535,526,526,1908,G00001691,10 AVE
E 26,E 26,NA,NA,NA,400,440,502,427,1910,G00001693,E 26
W 71,W 71,NA,2,74,1,75,523,524,1911,G00001694,W 71
GRAND,GRAND,NA,72,88,71,87,123,123,1912,G00001695,GRAND
E 87,E 87,NA,37,69,34,62,599,598,1913,G00001696,E 87
FRANKLIN,FRANKLIN,NA,NA,NA,126,130,19,19,1915,G00001698,FRANKLIN
E 7,E 7,NA,7,13,NA,NA,275,274,1916,G00001700,E 7
CANAL,CANAL,NA,NA,NA,203,219,45,48,1917,G00001701,CANAL
3 AVE,3 AVE,NA,838,854,839,857,539,557,1918,G00001702,3 AVE
LAFAYETTE,ELM,MARION,40,78,39,77,62,62,1919,G00001703,ELM
CLINTON,CLINTON,NA,200,208,201,209,92,88,1920,G00001704,CLINTON
E 61,E 61,NA,301,355,300,354,619,622,1921,G00001705,E 61
MANHATTAN AVE,MANHATTAN AVE,NA,NA,NA,230,258,529,529,1922,G00001706,MANHATTAN AVE
1 AVE,1 AVE,NA,645,663,638,664,486,486,1923,G00001707,1 AVE
PEARL,PEARL,NA,465,485,466,480,39,40,1925,G00001710,PEARL
3 AVE,3 AVE,NA,932,950,935,951,541,562,1926,G00001711,3 AVE
E 1,E 1,NA,2,10,1,9,257,257,1927,G00001712,E 1
C W P,8 AVE,CENTRAL PARK WEST,333,341,NA,NA,527,0,1928,G00001713,8 AVE
PARK AVE,4 AVE,NA,NA,NA,81,99,296,296,1930,G00001715,4 AVE
MERCER,MERCER,NA,271,279,270,280,164,164,1931,G00001716,MERCER
SUFFOLK,SUFFOLK,NA,39,59,40,62,149,147,1932,G00001717,SUFFOLK
E 115,E 115,NA,301,349,300,350,636,634,1934,G00001719,E 115
W 216,W 216,NA,NA,NA,NA,NA,535,535,1935,G00001721,W 216
W 87,W 87,NA,2,72,1,65,527,527,1936,G00001722,W 87
WASHINGTON PL,WASHINGTON PL,NA,2,6,1,5,164,164,1937,G00001723,WASHINGTON PL
PARK AVE,4 AVE,NA,1030,1044,NA,NA,587,587,1938,G00001724,4 AVE
CATHERINE LN,CATHARINE LN,NA,NA,NA,NA,NA,47,47,1940,G00001726,CATHARINE LN
E 117,E 117,NA,1,25,2,28,639,638,1941,G00001727,E 117
WILLIAM,WILLIAM,NA,85,93,84,94,11,11,1942,G00001728,WILLIAM
GRAND,GRAND,NA,290,306,291,307,202,199,1943,G00001729,GRAND
WADSWORTH AVE,WADSWORTH AVE,NA,316,334,317,335,535,535,1945,G00001731,WADSWORTH AVE
MORNINGSIDE DR,MORNINGSIDE DR,NA,78,88,NA,NA,529,529,1946,G00001732,MORNINGSIDE DR
FULTON,FULTON,NA,32,38,33,39,10,10,1949,G00001735,FULTON
MADISON AVE,MADISON AVE,NA,1830,1850,1831,1851,640,641,1950,G00001736,MADISON AVE
LEXINGTON AVE,LEXINGTON AVE,NA,1370,1380,1379,1401,623,623,1951,G00001737,LEXINGTON AVE
E 80,E 80,NA,201,247,200,246,606,607,1952,G00001738,E 80
W HOUSTON,W HOUSTON,NA,239,273,240,276,106,218,1953,G00001739,W HOUSTON
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,241,249,242,250,529,529,1954,G00001740,NICHOLAS AVE
W 153,W 153,NA,200,210,201,211,536,536,1955,G00001741,W 153
E 12,E 12,NA,501,551,500,548,371,370,1956,G00001742,E 12
E 21,E 21,NA,5,61,6,60,73,73,1957,G00001743,E 21
6 AVE,6 AVE,NA,919,941,920,940,580,578,1958,G00001744,6 AVE
4 AVE,4 AVE,NA,140,158,137,157,66,68,1959,G00001745,4 AVE
8 AVE,8 AVE,NA,539,557,540,568,399,404,1960,G00001746,8 AVE
W 68,W 68,NA,2,78,1,77,522,523,1961,G00001747,W 68
5 AVE,5 AVE,NA,NA,NA,1621,1629,630,630,1962,G00001748,5 AVE
SUTTON S PL,AVENUE A,NA,NA,NA,NA,NA,561,561,1963,G00001749,AVENUE A
W 204,W 204,NA,NA,NA,NA,NA,535,535,1964,G00001750,W 204
E 47,E 47,NA,201,245,200,244,550,547,1965,G00001751,E 47
E 106,E 106,NA,201,243,200,242,629,626,1966,G00001752,E 106
E 71,E 71,NA,401,441,400,440,613,613,1967,G00001753,E 71
CHRISTOPHER,CHRISTOPHER,NA,128,130,127,129,227,232,1968,G00001754,CHRISTOPHER
W 10,W 10,NA,216,254,215,249,232,233,1969,G00001755,W 10
CROSBY,CROSBY,NA,148,170,149,171,64,64,1970,G00001756,CROSBY
W 46,W 46,NA,2,78,1,79,572,572,1971,G00001757,W 46
8 AVE,8 AVE,NA,619,639,620,638,461,472,1973,G00001759,8 AVE
W 107,W 107,NA,100,172,101,173,528,528,1975,G00001761,W 107
MOUNT MORRIS W PARK,MOUNT MORRIS W PARK,NA,1,10,NA,NA,640,0,1976,G00001762,MOUNT MORRIS W PARK
E 23,E 23,NA,NA,NA,4,20,278,73,1977,G00001763,E 23
LEX AVE,LEXINGTON AVE,NA,1262,1276,1263,1271,591,597,1978,G00001764,LEXINGTON AVE
PARK AVE S,4 AVE,NA,462,478,461,477,290,291,1980,G00001766,4 AVE
W 155,W 155,NA,400,430,NA,NA,532,533,1981,G00001767,W 155
10 AVE,10 AVE,NA,201,219,202,220,326,340,1982,G00001768,10 AVE
E 117,E 117,NA,401,459,400,458,635,635,1983,G00001769,E 117
CONVENT AVE,CONVENT AVE,NA,NA,NA,NA,NA,531,531,1985,G00001771,CONVENT AVE
E 112,E 112,NA,147,185,150,184,631,630,1986,G00001772,E 112
PARK AVE,4 AVE,NA,NA,NA,929,945,583,583,1987,G00001773,4 AVE
W 63,W 63,NA,2,52,1,53,520,521,1988,G00001774,W 63
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,70,78,525,525,1989,G00001775,RIVERSIDE DR
E END AVE,E END AVE,NA,78,96,79,95,604,604,1990,G00001776,E END AVE
E 45,E 45,NA,123,159,124,160,538,537,1992,G00001778,E 45
PRINCE,PRINCE,NA,48,60,47,61,62,63,1993,G00001779,PRINCE
BROADWAY,BLVD,BROADWAY,NA,NA,2558,2600,527,527,1994,G00001780,BLVD
LEX AVE,LEXINGTON AVE,NA,1450,1470,1449,1469,623,623,1996,G00001782,LEXINGTON AVE
5 AVE,5 AVE,NA,NA,NA,1661,1669,638,638,1997,G00001783,5 AVE
W 4,W 4,NA,206,214,NA,NA,232,166,1998,G00001784,W 4
PARK AVE,4 AVE,NA,NA,NA,1031,1049,586,586,1999,G00001785,4 AVE
E 46,E 46,NA,127,165,126,166,538,538,2000,G00001786,E 46
1 AVE,1 AVE,NA,1981,2001,1982,2002,624,624,2001,G00001787,1 AVE
W 92,W 92,NA,200,206,201,215,527,527,2003,G00001789,W 92
W 131,W 131,NA,2,70,1,69,654,654,2004,G00001790,W 131
6 AVE,6 AVE,NA,41,57,38,56,223,163,2005,G00001791,6 AVE
W 28,W 28,NA,2,18,1,19,281,281,2006,G00001792,W 28
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,430,438,529,529,2007,G00001793,RIVERSIDE DR
BRADHURST AVE,BRADHURST AVE,NA,21,35,20,30,532,532,2008,G00001794,BRADHURST AVE
CROSBY,CROSBY,NA,40,72,41,73,63,53,2009,G00001795,CROSBY
5 AVE,5 AVE,NA,NA,NA,1513,1523,0,625,2010,G00001796,5 AVE
MADISON AVE,MADISON AVE,NA,500,510,501,511,577,577,2012,G00001798,MADISON AVE
CONVENT AVE,CONVENT AVE,NA,340,356,341,357,532,532,2013,G00001799,CONVENT AVE
W 134,W 134,NA,2,66,1,67,654,654,2014,G00020638,W 134
W 125,MANHATTAN,NA,NA,NA,709,709,530,531,2016,G00001802,MANHATTAN
BROADWAY,BLVD,BROADWAY,NA,NA,NA,NA,521,521,2017,G00001803,BLVD
DELANCEY,DELANCEY,NA,334,338,327,337,133,133,2018,G00001804,DELANCEY
GREENWICH,GREENWICH,NA,572,586,567,583,101,105,2019,G00001805,GREENWICH
W 17,W 17,NA,2,66,1,65,186,186,2020,G00001806,W 17
F DOUGLASS BLVD,8 AVE,NA,2407,2425,2408,2426,531,536,2021,G00001807,8 AVE
MORNINGSIDE AVE,MORNINGSIDE AVE,NA,NA,NA,59,67,529,529,2022,G00001808,MORNINGSIDE AVE
W 10,W 10,NA,264,280,267,279,231,231,2023,G00001809,W 10
5 AVE,5 AVE,NA,NA,NA,1391,1399,0,600,2024,G00001810,5 AVE
CHRISTOPHER,CHRISTOPHER,NA,158,176,159,175,229,230,2025,G00001811,CHRISTOPHER
PARK AVE,4 AVE,NA,NA,NA,1011,1029,586,586,2026,G00001812,4 AVE
BROADWAY,BROADWAY,NA,4941,4969,4942,4970,535,535,2027,G00001813,BROADWAY
LEX AVE,LEXINGTON AVE,NA,1144,1172,1145,1171,589,596,2028,G00001814,LEXINGTON AVE
F DOUGLASS BLVD,8 AVE,NA,2151,2161,2152,2162,529,536,2030,G00001816,8 AVE
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,550,560,530,530,2031,G00001817,RIVERSIDE DR
2 AVE,2 AVE,NA,1219,1239,1224,1240,617,617,2032,G00001818,2 AVE
W 53,W 53,NA,400,456,401,457,508,510,2033,G00001819,W 53
CLARKSON,CLARKSON,NA,56,60,55,61,217,217,2034,G00001820,CLARKSON
AVE D,AVE D,NA,1,19,2,18,307,308,2035,G00001821,AVE D
11 AVE,11 AVE,NA,181,197,180,196,326,326,2036,G00001822,11 AVE
E 98,E 98,NA,1,25,2,26,625,625,2037,G00001823,E 98
W 40,W 40,NA,100,130,101,137,299,567,2038,G00001824,W 40
2 AVE,2 AVE,NA,2461,2481,2462,2482,647,646,2040,G00001826,2 AVE
BROADWAY,BLVD,BROADWAY,NA,NA,2556,2576,527,527,2041,G00001827,BLVD
3 AVE,3 AVE,NA,470,486,471,487,475,493,2042,G00001828,3 AVE
PARK AVE,4 AVE,NA,2,20,NA,NA,291,291,2043,G00001829,4 AVE
W 182,W 182,NA,626,658,627,665,535,535,2044,G00001830,W 182
W 100,W 100,NA,NA,NA,NA,NA,528,528,2045,G00001831,W 100
W 126,W 126,NA,2,86,1,85,649,649,2046,G00001832,W 126
CENTRE,CENTRE,NA,1,13,2,12,0,38,2047,G00001833,CENTRE
HUBERT,HUBERT,NA,11,19,8,18,18,22,2048,G00001834,HUBERT
BOWERY,BOWERY,NA,30,56,31,59,43,192,2049,G00001835,BOWERY
E 77,E 77,NA,301,353,300,352,609,611,2050,G00001836,E 77
W END AVE,11 AVE,WEST END AVE,853,863,854,864,518,519,2051,G00001837,11 AVE
WALKER,WALKER,NA,2,30,1,29,20,20,2052,G00001838,WALKER
5 AVE,5 AVE,BROADWAY,1091,1099,NA,NA,283,278,2053,G00001839,5 AVE
E 94,E 94,NA,27,75,28,76,623,623,2056,G00001842,E 94
W WASHINGTON PL,W WASHINGTON PL,NA,NA,NA,62,72,223,166,2057,G00001843,W WASHINGTON PL
E 22,E 22,NA,5,49,6,50,73,73,2058,G00001844,E 22
GREENWICH AVE,GREENWICH AVE,NA,23,37,18,36,169,170,2059,G00001845,GREENWICH AVE
W 4,W 4,NA,176,192,173,193,224,223,2060,G00001846,W 4
E 8,E 8,CLINTON PL,28,42,31,41,172,164,2062,G00001848,E 8
LEXINGTON AVE,LEXINGTON AVE,NA,1223,1239,1224,1240,597,597,2064,G00001850,LEXINGTON AVE
1 AVE,1 AVE,NA,1177,1197,1178,1182,616,616,2065,G00001851,1 AVE
3 AVE,3 AVE,NA,66,84,67,85,67,361,2066,G00001853,3 AVE
E BROADWAY,E BROADWAY,CHATHAM SQ,2,6,5,15,26,26,2067,G00001854,E BROADWAY
W 80,W 80,NA,NA,NA,NA,NA,525,525,2069,G00001856,W 80
W 114,W 114,NA,NA,NA,NA,NA,529,529,2070,G00001857,W 114
F DOUGLASS BLVD,8 AVE,NA,NA,NA,2552,2560,531,536,2071,G00001858,8 AVE
COOPER SQ,4 AVE,NA,NA,NA,NA,NA,66,66,2072,G00001859,4 AVE
5 AVE,5 AVE,NA,NA,NA,1219,1237,0,590,2073,G00001860,5 AVE
BROADWAY,BLVD,BROADWAY,2281,2301,NA,NA,526,526,2074,G00001861,BLVD
1 AVE,1 AVE,NA,825,841,826,842,548,548,2075,G00001862,1 AVE
BROADWAY,BROADWAY,NA,1,10,NA,NA,13,0,2076,G00001863,BROADWAY
7 AVE,7 AVE,NA,920,938,918,934,506,581,2077,G00001864,7 AVE
BRADHURST AVE,BRADHURST AVE,NA,NA,NA,212,222,532,532,2078,G00001865,BRADHURST AVE
WADSWORTH AVE,WADSWORTH AVE,NA,232,238,233,239,535,535,2079,G00001866,WADSWORTH AVE
AMSTERDAM AVE,10 AVE,NA,1580,1602,1581,1603,531,531,2080,G00001867,10 AVE
BROADWAY,BLVD,BROADWAY,2411,2443,NA,NA,527,527,2081,G00001868,BLVD
MULBERRY,MULBERRY,NA,273,289,274,290,63,61,2082,G00001869,MULBERRY
5 AVE,5 AVE,NA,98,108,71,81,182,182,2083,G00001870,5 AVE
MADISON AVE,MADISON AVE,NA,1154,1172,1159,1177,598,598,2084,G00001871,MADISON AVE
BROADWAY,BLVD,BROADWAY,NA,NA,2178,2198,525,525,2085,G00001872,BLVD
CROSBY,CROSBY,NA,74,102,75,103,63,62,2086,G00001873,CROSBY
W 155,W 155,NA,450,476,451,477,532,533,2087,G00001874,W 155
GREENWICH,GREENWICH,NA,738,750,733,751,237,236,2088,G00001875,GREENWICH
W 87,W 87,NA,300,348,301,349,527,527,2089,G00001876,W 87
IRVING PL,IRVING PL,NA,1,15,2,12,69,69,2090,G00001877,IRVING PL
SUTTON N PL,AVENUE A,NA,NA,NA,NA,NA,564,564,2091,G00001878,AVENUE A
AUDUBON AVE,AUDUBON AVE,NA,NA,NA,NA,NA,535,535,2092,G00001879,AUDUBON AVE
BROOME,BROOME,NA,469,481,468,482,123,124,2093,G00001880,BROOME
W 32,W 32,NA,2,54,1,59,289,292,2094,G00001881,W 32
E 68,E 68,NA,501,541,500,540,616,616,2095,G00001882,E 68
MORNINGSIDE DR,MORNINGSIDE DR,NA,40,46,NA,NA,529,529,2096,G00001883,MORNINGSIDE DR
BEACH,BEACH,NA,11,19,NA,NA,20,21,2097,G00001884,BEACH
PARK AVE,4 AVE,NA,894,910,NA,NA,583,583,2098,G00001885,4 AVE
E 37,E 37,NA,NA,NA,NA,NA,296,296,2100,G00001887,E 37
BEACH,BEACH,NA,NA,NA,1,9,20,20,2102,G00001889,BEACH
10 AVE,10 AVE,NA,705,719,686,710,447,453,2103,G00001890,10 AVE
AMSTERDAM AVE,10 AVE,NA,NA,NA,NA,NA,534,534,2104,G00001891,10 AVE
W 14,W 14,NA,NA,NA,NA,NA,244,244,2106,G00001893,W 14
W 76,W 76,NA,NA,NA,NA,NA,525,525,2107,G00001894,W 76
W 125,W 125,NA,2,78,1,79,640,649,2108,G00001895,W 125
CHRISTOPHER,CHRISTOPHER,NA,148,156,145,157,229,231,2109,G00001896,CHRISTOPHER
E 75,E 75,NA,133,197,132,196,595,595,2111,G00001898,E 75
5 AVE,5 AVE,NA,2312,2330,NA,NA,654,653,2112,G00001899,5 AVE
E 112,E 112,NA,41,77,36,76,631,630,2113,G00001900,E 112
W 141,W 141,NA,324,352,325,353,531,531,2114,G00001901,W 141
W 91,W 91,NA,100,136,101,137,527,527,2115,G00001902,W 91
E 36,E 36,NA,301,347,300,348,487,488,2116,G00001903,E 36
GRAND,GRAND,NA,106,114,107,119,123,123,2117,G00001904,GRAND
W 100,W 100,NA,24,50,23,49,528,528,2118,G00001905,W 100
E 128,E 128,NA,35,75,34,76,651,651,2119,G00001907,E 128
PARK AVE,4 AVE,NA,1365,1381,NA,NA,599,599,2120,G00001908,4 AVE
3 AVE,3 AVE,NA,1584,1606,1585,1605,600,600,2123,G00001911,3 AVE
BROADWAY,BLVD,BROADWAY,2741,2757,NA,NA,528,528,2124,G00001912,BLVD
T SHEVCHENKO PL,HALL ST,NA,NA,NA,1,8,274,274,2125,G00001913,HALL ST
CANAL,CANAL,NA,518,520,NA,NA,24,24,2127,G00001915,CANAL
AVE D,AVE D,NA,NA,NA,NA,NA,376,376,2128,G00001916,AVE D
W 88,W 88,NA,100,168,101,169,527,527,2129,G00001917,W 88
E 107,E 107,NA,101,127,100,126,630,630,2130,G00001918,E 107
SAINT MARKS PL,SAINT MARKS PL,NA,39,83,38,84,356,275,2131,G00001920,SAINT MARKS PL
W 105,W 105,NA,50,74,49,73,528,528,2132,G00001921,W 105
BARROW,BARROW,NA,111,121,102,112,229,229,2133,G00001922,BARROW
E 22,E 22,NA,301,345,300,346,433,425,2134,G00001923,E 22
W 28,W 28,NA,400,460,401,457,379,380,2136,G00001925,W 28
3 AVE,3 AVE,NA,30,46,31,45,67,355,2138,G00001927,3 AVE
1 AVE,1 AVE,NA,1317,1327,1442,1460,610,610,2139,G00001928,1 AVE
W 25,W 25,NA,500,568,501,567,346,347,2142,G00001931,W 25
8 AVE,8 AVE,NA,NA,NA,42,60,241,179,2143,G00001932,8 AVE
W 121,W 121,NA,300,318,301,317,529,529,2145,G00001934,W 121
MONROE,MONROE,NA,45,77,46,78,78,80,2147,G00001936,MONROE
E 20,E 20,GRAMERCY PARK,141,151,142,154,71,71,2148,G00001937,E 20
YORK AVE,AVE A,NA,1693,1725,1694,1726,601,601,2149,G00001938,AVE A
W 10,W 10,NA,NA,NA,101,111,170,170,2150,G00001939,W 10
GREENWICH,GREENWICH,NA,148,164,153,169,12,12,2152,G00001941,GREENWICH
GREENWICH,GREENWICH,NA,482,514,479,513,102,103,2154,G00001943,GREENWICH
E 37,E 37,NA,19,37,22,38,296,296,2155,G00001944,E 37
RIVINGTON,RIVINGTON,NA,180,196,181,193,152,143,2156,G00001945,RIVINGTON
2 AVE,2 AVE,NA,1541,1559,1538,1560,606,606,2157,G00001946,2 AVE
BROADWAY,BLVD,BROADWAY,2385,2393,NA,NA,527,527,2158,G00001947,BLVD
W 113,W 113,NA,600,626,601,627,529,529,2159,G00001948,W 113
5 AVE,5 AVE,NA,674,684,673,685,578,577,2160,G00001949,5 AVE
E 34,E 34,NA,301,355,300,344,491,492,2161,G00001950,E 34
C W P,8 AVE,CENTRAL PARK WEST,33,39,NA,NA,521,0,2162,G00001951,8 AVE
LEXINGTON AVE,LEXINGTON AVE,NA,762,782,763,781,585,592,2163,G00001952,LEXINGTON AVE
E 12,E 12,NA,401,443,400,442,364,365,2164,G00001953,E 12
JANE,JANE,NA,2,34,1,31,179,179,2165,G00001954,JANE
GREENWICH,GREENWICH,NA,334,348,339,353,16,16,2166,G00001955,GREENWICH
E 57,E 57,NA,NA,NA,NA,NA,584,583,2167,G00001956,E 57
E 55,E 55,NA,NA,NA,NA,NA,583,583,2168,G00001957,E 55
F DOUGLASS BLVD,8 AVE,NA,2833,2849,2846,2850,532,536,2169,G00001958,8 AVE
W 11,W 11,NA,62,134,61,135,174,175,2170,G00001959,W 11
PARK AVE,4 AVE,NA,NA,NA,1920,1952,630,630,2171,G00001960,4 AVE
E 138,E 138,NA,1,39,2,40,653,653,2172,G00001961,E 138
WASHINGTON,WASHINGTON,NA,40,92,41,97,4,5,2173,G00001962,WASHINGTON
JAY,JAY,NA,2,6,1,5,16,16,2174,G00001963,JAY
GOUVERNEUR,GOUVERNEUR,NA,34,48,35,49,94,94,2175,G00001964,GOUVERNEUR
SAINT JOHNS LN,SAINT JOHNS LN,NA,2,10,1,9,21,20,2176,G00001965,SAINT JOHNS LN
E 54,E 54,NA,401,439,400,438,561,559,2177,G00001966,E 54
E 16,E 16,NA,1,27,2,22,186,182,2178,G00001967,E 16
W 54,W 54,NA,100,172,101,173,580,581,2179,G00001968,W 54
BROADWAY,BROADWAY,NA,569,607,568,608,126,63,2180,G00001969,BROADWAY
E 80,E 80,NA,301,341,300,340,606,607,2181,G00001970,E 80
E 13,E 13,NA,63,73,64,76,66,66,2183,G00001972,E 13
W 21,W 21,NA,400,472,401,473,337,339,2184,G00001973,W 21
W END AVE,11 AVE,WEST END AVE,421,437,422,438,525,525,2185,G00001974,11 AVE
E 62,E 62,NA,401,445,400,444,618,619,2186,G00001975,E 62
W 73,W 73,NA,300,320,301,321,524,524,2187,G00001976,W 73
2 AVE,2 AVE,NA,1793,1811,1794,1812,624,624,2188,G00001977,2 AVE
MADISON AVE,MADISON AVE,NA,792,810,793,809,587,587,2189,G00001978,MADISON AVE
MAIDEN LN,MAIDEN LN,NA,21,27,20,26,11,11,2191,G00001980,MAIDEN LN
E 82,E 82,NA,1,41,2,42,590,590,2192,G00001981,E 82
WASHINGTON,WASHINGTON,NA,456,476,457,475,24,24,2193,G00001982,WASHINGTON
1 AVE,1 AVE,NA,463,477,NA,NA,502,502,2194,G00001983,1 AVE
W 51,W 51,NA,500,558,501,561,448,449,2195,G00001984,W 51
E 38,E 38,NA,301,345,300,348,484,486,2196,G00001985,E 38
8 AVE,8 AVE,NA,479,499,478,498,402,406,2197,G00001986,8 AVE
E 108,E 108,NA,129,183,128,182,630,630,2198,G00001987,E 108
HUDSON,HUDSON,NA,181,203,182,202,23,21,2199,G00001988,HUDSON
BEEKMAN,BEEKMAN,NA,40,62,39,61,11,11,2200,G00001989,BEEKMAN
STUYVESANT,ASTOR PL,NA,NA,NA,NA,NA,67,67,2201,G00001990,ASTOR PL
CLINTON,CLINTON,NA,210,218,211,217,92,88,2202,G00001992,CLINTON
E 110,E 110,NA,NA,NA,NA,NA,630,630,2203,G00001993,E 110
E 104,E 104,NA,201,239,200,238,626,624,2204,G00001994,E 104
10 AVE,10 AVE,NA,3772,3792,3773,3793,535,535,2205,G00001995,10 AVE
