street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
SCHERMERHORN,SCHERMERHORN,NA,317,365,316,364,15,15,1,G00000001,SCHERMERHORN
WALWORTH,WALWORTH,NA,67,131,72,134,216,214,2,G00000002,WALWORTH
PITKIN AVE,BROADWAY,NA,444,458,443,457,NA,NA,7,G00000007,BROADWAY
WOODBINE,WOODBINE,NA,97,161,98,162,180,180,15,G00000015,WOODBINE
SCOTT AVE,SCOTT AVE,NA,497,517,494,508,171,171,16,G00000016,SCOTT AVE
NEW LOTS AVE,NEW LOTS AVE,NA,NA,NA,NA,NA,NA,NA,19,G00000019,NEW LOTS AVE
CONSELYEA,CONSELYEA,NA,49,83,51,86,136,132,22,G00000022,CONSELYEA
MYRTLE AVE,MYRTLE AVE,NA,1385,1409,1360,1382,180,180,25,G00000025,MYRTLE AVE
VARICK AVE,VARICK AVE,NA,41,61,32,52,174,174,26,G00000026,VARICK AVE
57,57,NA,NA,NA,NA,NA,NA,NA,27,G00000027,57
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,NA,NA,NA,NA,28,G00000028,ATLANTIC AVE
BATH AVE,BATH AVE,NA,NA,NA,NA,NA,NA,NA,29,G00000029,BATH AVE
WEIRFIELD,WEIRFIELD,NA,297,357,300,360,179,179,31,G00000031,WEIRFIELD
W PROSPECT,9 AVE,NA,NA,NA,128,140,NA,226,33,G00000033,9 AVE
GLENMORE AVE,BALTIC AVE,NA,210,224,209,223,NA,NA,34,G00000034,BALTIC AVE
8 AVE,8 AVE,NA,3,19,10,26,224,224,35,G00000035,8 AVE
CENTRAL AVE,CENTRAL AVE,NA,161,171,172,180,177,177,36,G00000036,CENTRAL AVE
3 AVE,3 AVE,NA,151,169,156,170,79,79,37,G00000037,3 AVE
GARNET,GARNET,NA,23,59,20,54,103,101,39,G00000039,GARNET
SHERMAN,SHERMAN,NA,1,69,2,70,230,230,41,G00000041,SHERMAN
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,1062,1144,NA,75,42,G00000042,ATLANTIC AVE
OLD WOOD POINT RD,OLD WOOD POINT RD,NA,27,41,28,42,172,172,44,G00000044,OLD WOOD POINT RD
SUYDAM,SUYDAM,NA,85,85,NA,NA,178,177,45,G00000045,SUYDAM
53,53,NA,NA,NA,NA,NA,NA,NA,46,G00000046,53
86,86,NA,NA,NA,NA,NA,NA,NA,47,G00000047,86
GRAHAM AVE,GRAHAM AVE,NA,177,193,184,200,144,145,48,G00000048,GRAHAM AVE
POWERS,POWERS,NA,129,163,130,174,130,130,51,G00000051,POWERS
HICKS,HICKS,NA,123,175,124,172,6,2,53,G00000053,HICKS
WASHINGTON AVE,WASHINGTON AVE,NA,661,689,686,714,74,71,55,G00000055,WASHINGTON AVE
LEWIS AVE,LEWIS AVE,NA,243,257,248,262,244,244,57,G00000057,LEWIS AVE
MESEROLE AVE,MESEROLE AVE,NA,131,145,122,136,160,161,60,G00000060,MESEROLE AVE
RADDE PL,RADDE PL,NA,1,33,2,34,250,250,61,G00000061,RADDE PL
7 AVE,7 AVE,NA,941,959,970,984,68,68,63,G00000063,7 AVE
PRESIDENT,PRESIDENT,NA,89,131,92,136,42,42,75,G00000075,PRESIDENT
1,1,NA,317,385,310,378,225,225,76,G00000076,1
WELDON,WELDON,NA,109,159,108,160,NA,NA,78,G00000078,WELDON
HEYWARD,HEYWARD,NA,135,195,118,178,183,183,79,G00000079,HEYWARD
PROSPECT AVE,PROSPECT AVE,NA,NA,NA,NA,NA,NA,NA,80,G00000080,PROSPECT AVE
4 AVE,4 AVE,NA,1345,1363,1358,1376,68,68,81,G00000081,4 AVE
CT,CT,NA,223,229,220,230,80,37,84,G00000084,CT
GRAND AVE,GRAND AVE,NA,655,657,670,670,75,71,88,G00000088,GRAND AVE
NASSAU AVE,NASSAU AVE,NA,51,65,50,64,168,168,89,G00000089,NASSAU AVE
MORGAN AVE,MORGAN AVE,NA,253,265,250,268,174,174,90,G00000090,MORGAN AVE
SCOTT AVE,SCOTT AVE,NA,33,51,34,52,174,174,93,G00000093,SCOTT AVE
BKLYN AVE,BKLYN AVE,NA,NA,NA,NA,NA,NA,NA,96,G00000096,BKLYN AVE
MC KINLEY AVE,MC KINLEY AVE,NA,253,275,252,276,NA,NA,97,G00000097,MC KINLEY AVE
FULTON,FULTON,NA,1373,1431,1360,1420,231,231,98,G00000098,FULTON
DEBEVOISE AVE,BANZETT,NA,119,137,124,142,171,171,101,G00000101,BANZETT
VANDYKE,VANDYKE,NA,135,175,128,160,96,96,107,G00000107,VANDYKE
NEWJERSEY AVE,NEWJERSEY AVE,NA,101,139,100,138,NA,NA,109,G00000109,NEWJERSEY AVE
E NEW YORK AVE,E NEW YORK AVE,NA,NA,NA,NA,NA,242,NA,110,G00000110,E NEW YORK AVE
BERGEN,BERGEN,NA,1025,1087,1018,1088,240,240,111,G00000111,BERGEN
3 AVE,3 AVE,NA,111,129,120,138,78,78,114,G00000114,3 AVE
UNION AVE,UNION AVE,NA,297,303,304,316,126,135,115,G00000115,UNION AVE
RYERSON WALK,RYERSON,NA,1,57,2,60,47,48,116,G00000116,RYERSON
ROCHESTER AVE,ROCHESTER AVE,NA,21,55,22,56,247,247,117,G00000117,ROCHESTER AVE
FLEET PL,FLEET PL,NA,NA,NA,NA,NA,90,90,119,G00000119,FLEET PL
LEXINGTON AVE,LEXINGTON AVE,NA,433,495,408,468,237,235,120,G00000120,LEXINGTON AVE
STATE,STATE,NA,225,259,246,280,14,14,121,G00000121,STATE
SCHNECTADY AVE,SCHNECTADY AVE,NA,255,273,268,286,242,241,127,G00000127,SCHNECTADY AVE
OCEAN PKWY,OCEAN PKWY,NA,NA,NA,NA,NA,NA,NA,129,G00000129,OCEAN PKWY
CLINTON,CLINTON,NA,47,67,58,77,6,6,130,G00000130,CLINTON
DECATUR,DECATUR,NA,301,367,296,360,246,246,131,G00000131,DECATUR
PROSPECT PL,PROSPECT PL,NA,1213,1297,1218,1302,241,241,132,G00000132,PROSPECT PL
47,47,NA,NA,NA,NA,NA,NA,NA,133,G00000133,47
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,187,201,NA,NA,134,G00000134,ATLANTIC AVE
34,34,NA,185,243,182,252,66,66,136,G00000136,34
MEADOW,MEADOW,NA,1,41,2,42,174,174,139,G00000139,MEADOW
EVANS,EVANS,NA,NA,NA,NA,NA,28,28,140,G00000140,EVANS
MONTGOMERY,MONTGOMERY,NA,347,347,NA,NA,239,239,145,G00000145,MONTGOMERY
DOUGHTY,DOUGHTY,NA,51,61,52,58,1,1,147,G00000147,DOUGHTY
NEW YORK AVE,NEW YORK AVE,NA,NA,NA,NA,NA,NA,NA,150,G00000150,NEW YORK AVE
INDIA,INDIA,NA,1,27,2,28,164,165,151,G00000151,INDIA
FROST,FROST,NA,1,47,2,50,135,135,152,G00000152,FROST
GLENMORE AVE,BALTIC AVE,NA,418,432,417,431,NA,NA,153,G00000153,BALTIC AVE
COLUMBIA,COLUMBIA,NA,NA,NA,382,384,100,99,156,G00000156,COLUMBIA
MANHATTAN AVE,MANHATTAN AVE,NA,307,323,314,330,132,132,158,G00000158,MANHATTAN AVE
BERGEN,BERGEN,NA,2015,2081,2018,2086,242,242,161,G00000161,BERGEN
SHEPHERD AVE,SHEPHERD AVE,NA,335,377,334,376,NA,NA,166,G00000166,SHEPHERD AVE
REEVE PL,REEVE PL,NA,NA,NA,NA,NA,NA,NA,167,G00000167,REEVE PL
23 AVE,23 AVE,NA,NA,NA,NA,NA,NA,NA,169,G00000169,23 AVE
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,315,329,NA,NA,170,G00000170,ATLANTIC AVE
SAINT MARKS AVE,SAINT MARKS AVE,NA,1393,1459,1396,1460,242,242,172,G00000172,SAINT MARKS AVE
JEFFERSON AVE,JEFFERSON AVE,NA,271,343,274,344,236,236,173,G00000173,JEFFERSON AVE
UNDERHILL AVE,UNDERHILL AVE,NA,187,203,178,200,71,71,175,G00000175,UNDERHILL AVE
7 AVE,7 AVE,NA,153,167,156,172,225,225,181,G00000181,7 AVE
MYRTLE AVE,MYRTLE AVE,NA,579,597,586,602,47,50,182,G00000182,MYRTLE AVE
N 8,N 8,NA,161,195,164,204,127,127,185,G00000185,N 8
JOHNSON AVE,JOHNSON AVE,NA,243,263,230,246,148,148,188,G00000188,JOHNSON AVE
FULTON,FULTON,NA,1819,1831,1860,1872,249,247,189,G00000189,FULTON
RIDGE BLVD,RIDGE BLVD,NA,NA,NA,NA,NA,NA,NA,192,G00000192,RIDGE BLVD
WEIRFIELD,WEIRFIELD,NA,177,233,180,236,179,179,193,G00000193,WEIRFIELD
ATLANTIC AVE,ATLANTIC AVE,NA,264,278,NA,NA,NA,NA,196,G00000196,ATLANTIC AVE
60,60,NA,NA,NA,NA,NA,NA,NA,198,G00000198,60
CT,CT,NA,363,383,388,406,83,44,203,G00000203,CT
KENT AVE,1,NA,97,117,92,110,113,113,205,G00000205,1
KEAP,KEAP,NA,157,177,148,164,128,128,206,G00000206,KEAP
FULTON,FULTON,NA,1035,1055,1004,1024,57,57,208,G00000208,FULTON
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,81,99,82,100,177,177,210,G00000210,SAINT NICHOLASS AVE
BOERUM,BOERUM,NA,221,303,216,302,174,174,212,G00000212,BOERUM
BROADWAY,BROADWAY,NA,747,759,698,706,176,220,214,G00000214,BROADWAY
67,67,NA,NA,NA,NA,NA,NA,NA,215,G00000215,67
KEAP,KEAP,NA,165,217,168,226,186,185,217,G00000217,KEAP
VOORHEES AVE,VOORHEES AVE,NA,NA,NA,NA,NA,NA,NA,221,G00000220,VOORHEES AVE
LIBERTY AVE,LIBERTY AVE,NA,524,538,535,549,NA,NA,222,G00000221,LIBERTY AVE
HANCOCK,DURYEA,NA,359,379,360,378,179,179,224,G00000223,DURYEA
48,48,NA,265,333,288,356,68,68,229,G00000228,48
ROEBLING,ROEBLING,NA,169,183,164,178,109,108,234,G00000233,ROEBLING
SHEPHERD AVE,SHEPHERD AVE,NA,425,475,426,476,NA,NA,237,G00000236,SHEPHERD AVE
WILSON AVE,HAMBURG AVE,NA,89,107,92,110,178,178,242,G00000241,HAMBURG AVE
S 1,S 1,NA,109,145,110,146,108,107,244,G00000243,S 1
HENRY,HENRY,NA,569,587,554,572,44,43,245,G00000244,HENRY
PROSPECT PL,PROSPECT PL,NA,799,879,804,884,239,239,247,G00000246,PROSPECT PL
E NEW YORK AVE,E NEW YORK AVE,NA,NA,NA,NA,NA,NA,NA,248,G00000247,E NEW YORK AVE
MORGAN AVE,MORGAN AVE,NA,639,691,634,688,162,162,249,G00000248,MORGAN AVE
HERKIMER,HERKIMER,NA,671,687,642,662,250,250,250,G00000249,HERKIMER
6 AVE,6 AVE,NA,NA,NA,NA,NA,68,68,251,G00000250,6 AVE
WILLOUGHBY,WILLOUGHBY,NA,97,115,88,104,89,90,252,G00000251,WILLOUGHBY
VAN BRUNT,VAN BRUNT,NA,405,419,424,440,96,96,255,G00000254,VAN BRUNT
BROADWAY,BROADWAY,NA,1187,1187,1078,1078,180,250,258,G00000257,BROADWAY
HENRY,HENRY,NA,495,511,486,500,40,40,259,G00000258,HENRY
WITHERS,WITHERS,NA,211,251,208,242,172,172,260,G00000259,WITHERS
PITKIN AVE,BROADWAY,NA,650,664,649,663,NA,NA,262,G00000261,BROADWAY
GARDNER AVE,GARDNER AVE,NA,169,187,166,184,174,174,266,G00000265,GARDNER AVE
FLATLAND AVE,FLATLAND AVE,NA,NA,NA,NA,NA,NA,NA,271,G00000270,FLATLAND AVE
NASSAU AVE,NASSAU AVE,NA,167,183,164,180,162,169,273,G00000272,NASSAU AVE
GLENMORE AVE,BALTIC AVE,NA,546,560,545,559,NA,NA,274,G00000273,BALTIC AVE
COLLEGE PL,COLLEGE PL,NA,1,29,2,32,6,6,275,G00000274,COLLEGE PL
BRG,BRG,NA,295,327,292,328,87,23,276,G00000275,BRG
MIDDLETON,MIDDLETON,NA,51,111,42,102,183,182,277,G00000276,MIDDLETON
BAYARD,BAYARD,NA,87,125,90,126,170,170,278,G00000277,BAYARD
WYTHE AVE,2,NA,305,321,298,314,121,121,279,G00000278,2
LUQUER,LIQUER,NA,205,215,204,212,104,104,281,G00000280,LIQUER
WYTHE AVE,WYTHE AVE,NA,127,145,120,140,113,113,282,G00000281,WYTHE AVE
WYCKOFF AVE,WYCKOFF AVE,NA,1,21,2,18,175,175,283,G00000282,WYCKOFF AVE
LORIMER,LORIMER,NA,219,237,236,254,129,132,286,G00000285,LORIMER
8 AVE,8 AVE,NA,709,727,696,710,68,68,287,G00000286,8 AVE
VERMONT,VERMONT,NA,188,218,187,217,NA,NA,288,G00000287,VERMONT
7 AVE,7 AVE,NA,3,19,8,24,223,223,289,G00000288,7 AVE
SCHOLES,SCHOLES,NA,87,119,86,118,143,144,290,G00000289,SCHOLES
DIVISION AVE,DIVISION AVE,NA,221,241,202,226,187,187,291,G00000290,DIVISION AVE
EMPIRE BLVD,MALBONE,NA,245,269,246,256,241,241,292,G00000291,MALBONE
ATLANTIC AVE,ATLANTIC AVE,NA,232,246,NA,NA,NA,NA,294,G00000293,ATLANTIC AVE
RALPH AVE,RALPH AVE,NA,NA,NA,NA,NA,250,250,296,G00000295,RALPH AVE
BAINBRIDGE,BAINBRIDGE,NA,277,351,282,356,249,249,299,G00000298,BAINBRIDGE
LEXINGTON AVE,LEXINGTON AVE,NA,67,139,66,122,54,55,300,G00000299,LEXINGTON AVE
BRADFORD,BRADFORD,NA,82,118,83,119,NA,NA,301,G00000300,BRADFORD
WASHINGTON AVE,WASHINGTON AVE,NA,395,461,408,482,58,205,302,G00000301,WASHINGTON AVE
NOSTRAND AVE,NOSTRAND AVE,NA,555,573,592,610,239,240,303,G00000302,NOSTRAND AVE
LEXINGTON AVE,LEXINGTON AVE,NA,691,761,660,724,243,243,304,G00000303,LEXINGTON AVE
BENSON AVE,BENSON AVE,NA,NA,NA,NA,NA,NA,NA,308,G00000307,BENSON AVE
NICHOLS AVE,NICHOLS AVE,NA,NA,NA,NA,NA,NA,NA,310,G00000309,NICHOLS AVE
BKLYN AVE,BKLYN AVE,NA,NA,NA,NA,NA,NA,NA,313,G00000312,BKLYN AVE
ELDERT,ELDERT,NA,177,233,178,234,179,179,315,G00000314,ELDERT
LIVINGSTON,LIVINGSTON,NA,79,115,80,116,7,7,316,G00000315,LIVINGSTON
ELDERT,ELDERT,NA,257,297,256,298,179,179,319,G00000318,ELDERT
PROSPECT AVE,PROSPECT AVE,NA,243,303,238,304,230,62,320,G00000319,PROSPECT AVE
HANCOCK,HANCOCK,NA,149,233,146,230,232,232,321,G00000320,HANCOCK
6,6,NA,333,401,342,412,225,225,326,G00000325,6
ALBEMARLE RD,ALBEMARLE RD,NA,NA,NA,NA,NA,NA,NA,329,G00000328,ALBEMARLE RD
IRVING AVE,IRVING AVE,NA,451,469,462,480,179,179,331,G00000330,IRVING AVE
BEDFORD AVE,BEDFORD AVE,NA,629,647,628,646,233,55,332,G00000331,BEDFORD AVE
PARK AVE,PARK AVE,NA,235,253,226,246,197,197,334,G00000333,PARK AVE
PARK AVE,PARK AVE,NA,763,785,768,784,217,218,336,G00000335,PARK AVE
HARRISON AVE,HARRISON AVE,NA,135,153,140,158,182,182,338,G00000337,HARRISON AVE
SAINT JOHNS PL,DOUGLASS,NA,941,1009,960,1028,239,239,340,G00000339,DOUGLASS
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,183,201,184,202,180,180,341,G00000340,SAINT NICHOLASS AVE
NOSTRAND AVE,NOSTRAND AVE,NA,351,365,390,404,233,233,348,G00000347,NOSTRAND AVE
THROOP AVE,THROOP AVE,NA,89,105,102,120,181,181,349,G00000348,THROOP AVE
KENT AVE,KENT AVE,NA,333,393,360,426,46,46,352,G00000351,KENT AVE
AUBURN PL,AUBURN PL,NA,1,19,2,24,95,95,357,G00000356,AUBURN PL
CT,CT,NA,79,99,76,92,7,7,360,G00000359,CT
DEAN,DEAN,NA,371,443,368,438,221,221,361,G00000360,DEAN
NOSTRAND AVE,NOSTRAND AVE,NA,593,613,630,652,239,240,363,G00000362,NOSTRAND AVE
MOORE,MOORE,NA,163,237,162,234,174,174,369,G00000368,MOORE
WILSON AVE,HAMBURG AVE,NA,237,255,224,240,180,180,370,G00000369,HAMBURG AVE
EVERGREEN AVE,EVERGREEN AVE,NA,627,643,680,690,179,179,371,G00000370,EVERGREEN AVE
LINCOLN PL,DEGRAW,NA,1519,1589,1520,1588,241,241,372,G00000371,DEGRAW
N 10,N 10,NA,119,153,126,160,115,115,374,G00000373,N 10
SARATOGA AVE,SARATOGA AVE,NA,215,219,212,214,250,250,377,G00000376,SARATOGA AVE
N 3,N 3,NA,121,157,114,154,121,121,379,G00000378,N 3
HOOPER,HOOPER,NA,89,105,90,106,128,128,382,G00000381,HOOPER
PEARL,PEARL,NA,349,393,348,392,25,25,384,G00000383,PEARL
BEAVER,BEAVER,NA,25,41,26,56,176,176,387,G00000386,BEAVER
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,NA,NA,NA,NA,175,175,392,G00000391,KNICKERBOCKER AVE
WASHINGTON,WASHINGTON,NA,93,115,84,108,11,10,393,G00000392,WASHINGTON
DAHLGREEN PL,DAHLGREEN PL,NA,NA,NA,NA,NA,NA,NA,394,G00000393,DAHLGREEN PL
67,67,NA,NA,NA,NA,NA,NA,NA,395,G00000394,67
THROOP AVE,THROOP AVE,NA,147,163,162,178,219,217,397,G00000396,THROOP AVE
AVE X,AVE X,NA,NA,NA,NA,NA,NA,NA,398,G00000397,AVE X
ADAMS,ADAMS,NA,67,89,60,84,12,11,401,G00000400,ADAMS
HERKIMER,HERKIMER,NA,969,987,916,930,250,250,410,G00000409,HERKIMER
HERKIMER,HERKIMER,NA,615,633,594,608,247,247,413,G00000412,HERKIMER
PACIFIC,PACIFIC,NA,275,331,276,334,19,19,414,G00000413,PACIFIC
CENTRAL AVE,CENTRAL AVE,NA,299,317,322,340,180,180,415,G00000414,CENTRAL AVE
CROPSEY AVE,CROPSEY AVE,NA,NA,NA,NA,NA,NA,NA,416,G00000415,CROPSEY AVE
STILLWELL AVE,STILLWELL AVE,NA,NA,NA,NA,NA,NA,NA,418,G00000417,STILLWELL AVE
4 AVE,4 AVE,NA,599,619,610,630,60,60,419,G00000418,4 AVE
MOORE,MOORE,NA,13,45,8,38,151,151,423,G00000422,MOORE
3,3,NA,165,227,166,230,225,225,425,G00000424,3
GOLD,GOLD,NA,235,285,226,278,34,32,426,G00000425,GOLD
1,1,NA,177,191,172,186,79,225,428,G00000427,1
N 14,N 14,NA,NA,NA,NA,NA,168,115,429,G00000428,N 14
3,3,NA,121,163,124,164,84,84,430,G00000429,3
FENIMORE,FENIMORE,NA,NA,NA,NA,NA,NA,NA,431,G00000430,FENIMORE
25 AVE,25 AVE,NA,NA,NA,NA,NA,NA,NA,432,G00000431,25 AVE
LOTT,LOTT,NA,NA,NA,NA,NA,NA,NA,434,G00000433,LOTT
3 AVE,3 AVE,NA,77,93,82,96,17,17,444,G00000443,3 AVE
LEONARD,LEONARD,NA,317,331,312,328,136,134,447,G00000446,LEONARD
HARMAN,HARMAN,NA,205,235,210,236,180,180,449,G00000448,HARMAN
AVE K,AVE K,NA,NA,NA,NA,NA,NA,NA,452,G00000451,AVE K
ERASMUS,ERASMUS,NA,NA,NA,NA,NA,NA,NA,453,G00000452,ERASMUS
9,9,NA,309,375,316,374,226,226,456,G00000455,9
GATES AVE,GATES AVE,NA,273,321,258,310,55,56,457,G00000456,GATES AVE
5 AVE,5 AVE,NA,27,29,24,30,221,221,459,G00000458,5 AVE
QUINCY,QUINCY,NA,709,773,742,806,248,248,465,G00000464,QUINCY
16,16,NA,529,587,498,558,230,230,466,G00000465,16
BROADWAY,BROADWAY,NA,761,777,708,722,176,220,467,G00000466,BROADWAY
BKLYN AVE,BKLYN AVE,NA,97,117,100,120,241,239,471,G00000470,BKLYN AVE
BAY,BAY,NA,157,207,158,208,101,101,474,G00000473,BAY
STILLWELL AVE,STILLWELL AVE,NA,NA,NA,NA,NA,NA,NA,477,G00000476,STILLWELL AVE
GRAND,GRAND,NA,395,397,382,390,128,128,478,G00000477,GRAND
CLYMER,CLYMER,NA,143,185,134,186,188,188,480,G00000479,CLYMER
E 19,E 19,NA,NA,NA,NA,NA,NA,NA,482,G00000481,E 19
ATLANTIC AVE,ATLANTIC AVE,NA,360,374,NA,NA,NA,NA,484,G00000483,ATLANTIC AVE
ATLANTIC AVE,ATLANTIC AVE,NA,1859,1875,NA,NA,250,NA,486,G00000485,ATLANTIC AVE
CT,CT,NA,595,609,632,646,101,101,488,G00000487,CT
N 3,N 3,NA,43,75,40,81,121,121,489,G00000488,N 3
8,8,NA,427,497,410,476,225,226,490,G00000489,8
RALPH AVE,RALPH AVE,NA,561,581,560,580,242,242,492,G00000491,RALPH AVE
PROSPECT,PROSPECT,NA,29,51,30,52,11,11,493,G00000492,PROSPECT
N 15,N 15,NA,NA,NA,NA,NA,168,168,497,G00000496,N 15
CYPRESS AVE,CYPRESS AVE,NA,1,13,2,14,175,175,498,G00000497,CYPRESS AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,335,353,330,348,180,180,499,G00000498,KNICKERBOCKER AVE
MANHATTAN AVE,MANHATTAN AVE,NA,75,91,80,98,149,150,501,G00000500,MANHATTAN AVE
LEONARD,LEONARD,NA,333,349,330,344,136,134,502,G00000501,LEONARD
GARVEY BLVD,YATES AVE,NA,221,235,220,234,244,237,504,G00000503,YATES AVE
BLAKE AVE,BLAKE AVE,NA,NA,NA,NA,NA,NA,NA,505,G00000504,BLAKE AVE
DIVISION AVE,DIVISION AVE,NA,105,145,88,130,114,188,511,G00000510,DIVISION AVE
19,19,NA,427,485,420,478,63,63,513,G00000512,19
4 AVE,4 AVE,NA,253,261,264,272,224,79,515,G00000514,4 AVE
PROSPECT AVE,PROSPECT AVE,NA,549,611,550,618,230,63,519,G00000518,PROSPECT AVE
BERGEN,BERGEN,NA,1515,1593,1516,1584,242,242,522,G00000521,BERGEN
TOMPKINS AVE,TOMPKINS AVE,NA,343,357,338,352,236,236,524,G00000523,TOMPKINS AVE
GRAND,GRAND,NA,583,611,574,604,131,131,526,G00000525,GRAND
LEE AVE,LEE AVE,NA,1,21,2,18,187,188,528,G00000527,LEE AVE
HOWARD AVE,HOWARD AVE,NA,283,315,286,318,250,250,529,G00000528,HOWARD AVE
14 AVE,14 AVE,NA,NA,NA,NA,NA,NA,NA,531,G00000530,14 AVE
PRESIDENT,PRESIDENT,NA,295,345,296,346,82,83,532,G00000531,PRESIDENT
6 AVE,6 AVE,NA,573,613,556,598,230,230,533,G00000532,6 AVE
5 AVE,5 AVE,NA,NA,NA,815,822,NA,66,538,G00000537,5 AVE
FRANKLIN,FRANKLIN,NA,145,159,182,192,165,165,539,G00000538,FRANKLIN
17,17,NA,561,629,568,626,63,63,546,G00000545,17
LINWOOD,MONROE,NA,593,625,582,626,NA,NA,547,G00000546,MONROE
MARTIN LUTHER KING PL,FLOYD,NA,83,153,88,160,218,218,550,G00000549,FLOYD
STILLWELL AVE,STILLWELL AVE,NA,NA,NA,NA,NA,NA,NA,551,G00000550,STILLWELL AVE
9,9,NA,509,571,516,584,226,226,552,G00000551,9
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,23,39,24,40,178,178,555,G00000554,SAINT NICHOLASS AVE
S 2,S 2,NA,69,101,70,102,105,106,556,G00000555,S 2
S 8,S 8,NA,159,199,172,206,112,112,557,G00000556,S 8
LINCOLN PL,DEGRAW,NA,1227,1293,1230,1302,239,239,558,G00000557,DEGRAW
FULTON,FULTON,NA,146,160,145,159,NA,NA,559,G00000558,FULTON
MONTGOMERY,MONTGOMERY,NA,NA,NA,NA,NA,242,242,568,G00000567,MONTGOMERY
REMSEN,REMSEN,NA,23,57,24,58,3,3,570,G00000569,REMSEN
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,NA,NA,NA,NA,175,175,571,G00000570,SAINT NICHOLASS AVE
WILLOUGHBY AVE,WILLOUGHBY AVE,NA,779,839,782,844,206,206,574,G00000573,WILLOUGHBY AVE
SEDGWICK PL,SEDGWICK PL,NA,NA,NA,NA,NA,NA,NA,579,G00000578,SEDGWICK PL
BERGEN,BERGEN,NA,1,33,2,32,20,76,580,G00000579,BERGEN
MONROE,MONROE,NA,669,739,672,736,248,248,581,G00000580,MONROE
THROOP AVE,THROOP AVE,NA,3,11,14,30,182,182,583,G00000582,THROOP AVE
FULTON,FULTON,NA,1433,1449,1422,1436,231,231,584,G00000583,FULTON
5 AVE,5 AVE,NA,NA,NA,NA,NA,NA,NA,594,G00000592,5 AVE
LEONARD,LEONARD,NA,403,417,396,410,135,170,596,G00000594,LEONARD
LAFAYETTE AVE,LAFAYETTE AVE,NA,231,249,218,236,200,205,597,G00000595,LAFAYETTE AVE
FRANKLIN,FRANKLIN,NA,227,241,258,276,155,155,598,G00000596,FRANKLIN
GRAND AVE,GRAND AVE,NA,515,543,538,562,73,74,599,G00000597,GRAND AVE
41,41,NA,319,377,312,370,67,67,602,G00000600,41
46,46,NA,251,317,250,318,68,68,604,G00000602,46
WARWICK,WARWICK,NA,NA,NA,NA,NA,NA,NA,606,G00000604,WARWICK
COOPER,COOPER,NA,255,273,274,292,179,179,607,G00000605,COOPER
CT,CT,NA,NA,NA,176,178,76,36,609,G00000607,CT
DRIGGS AVE,DRIGGS AVE,NA,109,123,110,124,170,169,614,G00000612,DRIGGS AVE
DE GRAW,DEGRAW,NA,137,155,142,164,39,40,615,G00000613,DEGRAW
SAINT MARKS AVE,SAINT MARKS AVE,NA,297,343,308,358,71,71,617,G00000615,SAINT MARKS AVE
GREENE AVE,GREENE AVE,NA,1385,1445,1412,1474,180,180,627,G00000624,GREENE AVE
PATCHEN AVE,PATCHEN AVE,NA,125,139,124,138,249,246,628,G00000625,PATCHEN AVE
8 AVE,8 AVE,NA,243,269,240,258,225,225,630,G00000627,8 AVE
SAND,SANDS,NA,99,147,96,136,13,21,631,G00000628,SANDS
SMITH,SMITH,NA,389,401,364,380,84,84,632,G00000629,SMITH
VAN SICLEN AVE,VAN SICLEN AVE,NA,72,98,73,99,NA,NA,634,G00000631,VAN SICLEN AVE
UNDERHILL AVE,UNDERHILL AVE,NA,19,43,22,44,72,72,635,G00000632,UNDERHILL AVE
GRAND,GRAND,NA,149,187,146,186,119,108,638,G00000635,GRAND
BROADWAY,BROADWAY,NA,NA,NA,208,226,112,112,639,G00000636,BROADWAY
SUMPTER,SUMPTER,NA,161,217,142,200,250,250,645,G00000642,SUMPTER
AINSLIE,AINSLIE,NA,55,89,56,90,128,128,647,G00000644,AINSLIE
SMITH,SMITH,NA,445,461,416,438,104,104,650,G00000647,SMITH
5,5,NA,405,473,410,478,225,225,652,G00000649,5
BATH AVE,BATH AVE,NA,NA,NA,NA,NA,NA,NA,653,G00000650,BATH AVE
DANFORTH,DANFORTH,NA,NA,NA,NA,NA,NA,NA,659,G00000656,DANFORTH
HUMBOLDT,HUMBOLDT,NA,599,645,622,694,169,169,663,G00000659,HUMBOLDT
HART,HART,NA,135,205,142,214,209,209,665,G00000661,HART
FLATBUSH AVE,FLATBUSH AVE,NA,195,211,172,188,69,221,666,G00000662,FLATBUSH AVE
ATLANTIC AVE,ATLANTIC AVE,NA,2105,2117,NA,NA,250,NA,667,G00000663,ATLANTIC AVE
STANWIX,BREMEN,NA,3,19,6,22,176,176,668,G00000664,BREMEN
OAKLAND,OAKLAND,NA,305,321,302,316,158,158,669,G00000665,OAKLAND
