street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
78,78,NA,NA,NA,NA,NA,NA,NA,12598,G00012484,78
KEAP,KEAP,NA,1,15,2,14,186,185,12600,G00012486,KEAP
STEWART AVE,STEWART AVE,NA,69,85,64,80,174,174,12603,G00012489,STEWART AVE
RUTLEDGE AVE,RUTLEDGE,NA,175,235,166,230,184,183,12604,G00012490,RUTLEDGE
FROST,FROST,NA,195,255,198,260,171,172,12609,G00012495,FROST
NOSTRAND AVE,NOSTRAND AVE,NA,865,889,902,926,239,240,12611,G00012497,NOSTRAND AVE
HOYT,HOYT,NA,379,397,368,384,84,84,12612,G00012498,HOYT
ALBANY AVE,ALBANY AVE,NA,323,339,318,336,241,241,12613,G00012499,ALBANY AVE
HANOVER PL,HANOVER PL,NA,1,13,2,14,15,15,12614,G00012500,HANOVER PL
BAY 14,BAY 14,NA,NA,NA,NA,NA,NA,NA,12617,G00012503,BAY 14
ATLANTIC AVE,ATLANTIC AVE,NA,1589,1661,NA,NA,245,NA,12618,G00012504,ATLANTIC AVE
CLYMER,CLYMER,NA,37,83,30,78,191,191,12620,G00012506,CLYMER
GLENMORE AVE,BALTIC AVE,NA,274,288,273,287,NA,NA,12621,G00012507,BALTIC AVE
BROADWAY,BROADWAY,NA,459,479,430,440,139,183,12622,G00012508,BROADWAY
4 AVE,4 AVE,NA,NA,NA,NA,NA,NA,NA,12625,G00012511,4 AVE
BUSHWICK AVE,BUSHWICK AVE,NA,1303,1321,1286,1304,179,179,12626,G00012512,BUSHWICK AVE
REED,REID,NA,1,33,2,34,96,96,12627,G00012513,REID
11 AVE,11 AVE,NA,NA,NA,NA,NA,NA,NA,12630,G00012516,11 AVE
WAVERLY AVE,WAVERLY AVE,NA,57,157,58,154,197,197,12631,G00012517,WAVERLY AVE
GARVEY BLVD,YATES AVE,NA,205,219,202,218,244,237,12633,G00012519,YATES AVE
N 10,N 10,NA,155,189,162,196,127,127,12635,G00012521,N 10
HANOVER PL,HANOVER PL,NA,15,25,16,30,15,15,12636,G00012522,HANOVER PL
FLUSHING AVE,FLUSHING AVE,NA,NA,NA,NA,NA,174,175,12641,G00012527,FLUSHING AVE
LINCOLN PL,DEGRAW,NA,1367,1443,1374,1446,241,241,12643,G00012529,DEGRAW
AMITY,AMITY,NA,165,211,152,198,36,36,12646,G00012532,AMITY
12,12,NA,467,527,464,522,227,228,12648,G00012534,12
VAN BRUNT,VAN BRUNT,NA,245,251,254,272,99,99,12649,G00012535,VAN BRUNT
GATES AVE,GATES AVE,NA,895,959,852,918,248,248,12652,G00012538,GATES AVE
WITHERS,WITHERS,NA,173,209,174,206,133,133,12653,G00012539,WITHERS
14,14,NA,437,495,440,498,230,230,12656,G00012542,14
18,18,NA,503,567,496,556,63,63,12659,G00012545,18
WITHERS,WITHERS,NA,137,171,136,172,133,133,12660,G00012546,WITHERS
37,37,NA,NA,NA,NA,NA,NA,NA,12663,G00012549,37
NASSAU AVE,NASSAU AVE,NA,135,149,132,146,162,169,12665,G00012551,NASSAU AVE
BAY 14,BAY 14,NA,NA,NA,NA,NA,NA,NA,12668,G00012554,BAY 14
EVANS,EVANS,NA,NA,NA,NA,NA,28,28,12669,G00012555,EVANS
GRAHAM AVE,GRAHAM AVE,NA,533,549,540,558,170,170,12670,G00012556,GRAHAM AVE
SACKETT,SACKETT,NA,419,477,424,488,85,85,12672,G00012558,SACKETT
23,23,NA,NA,NA,296,326,63,NA,12680,G00012565,23
FRANKLIN,FRANKLIN,NA,81,95,112,126,166,166,12684,G00012569,FRANKLIN
7 AVE,7 AVE,NA,731,745,764,778,68,68,12687,G00012572,7 AVE
CONGRESS,CONGRESS,NA,1,61,2,60,36,37,12688,G00012573,CONGRESS
GARFIELD PL,MACOMB,NA,77,145,70,138,224,225,12689,G00012574,MACOMB
NOSTRAND AVE,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,NA,12692,G00012577,NOSTRAND AVE
PARK AVE,PARK AVE,NA,433,463,422,452,46,46,12696,G00012581,PARK AVE
HUMBOLDT,HUMBOLDT,NA,367,371,NA,NA,132,173,12697,G00012582,HUMBOLDT
CHRISTOPHER AVE,CHRISTOPHER AVE,NA,NA,NA,NA,NA,NA,NA,12699,G00012584,CHRISTOPHER AVE
2 AVE,2 AVE,NA,149,165,158,174,228,228,12700,G00012585,2 AVE
ELLERY,ELLERY,NA,87,147,88,154,215,215,12703,G00012588,ELLERY
CHERRY,CHERRY,NA,153,187,152,186,171,171,12710,G00012595,CHERRY
CARLTON AVE,CARLTON AVE,NA,339,387,336,380,203,202,12713,G00012598,CARLTON AVE
BROADWAY,BROADWAY,NA,1517,1523,NA,NA,179,250,12717,G00012602,BROADWAY
53,53,NA,457,485,458,486,NA,NA,12721,G00012606,53
MYRTLE AVE,MYRTLE AVE,NA,501,517,504,524,47,50,12722,G00012607,MYRTLE AVE
GLENMORE AVE,BALTIC AVE,NA,386,400,385,399,NA,NA,12731,G00012616,BALTIC AVE
EAST PKWY,EAST PKWY,NA,NA,NA,NA,NA,71,71,12735,G00012620,EAST PKWY
GARDNER AVE,GARDNER AVE,NA,43,59,38,54,174,174,12737,G00012622,GARDNER AVE
8 AVE,8 AVE,NA,293,317,280,300,226,226,12738,G00012623,8 AVE
EVERGREEN AVE,EVERGREEN AVE,NA,407,423,460,478,180,180,12739,G00012624,EVERGREEN AVE
S 2,S 2,NA,141,177,142,178,108,107,12742,G00012627,S 2
HALSEY,MARGARITA,NA,57,113,58,114,179,179,12745,G00012630,MARGARITA
OLIVE,OLIVE,NA,61,81,60,80,173,173,12750,G00012635,OLIVE
GLENMORE AVE,BALTIC AVE,NA,194,208,193,207,NA,NA,12751,G00012636,BALTIC AVE
3 AVE,3 AVE,NA,547,567,552,570,229,229,12753,G00012638,3 AVE
52,52,NA,NA,NA,NA,NA,NA,NA,12759,G00012644,52
3 AVE,3 AVE,NA,569,598,572,590,230,229,12760,G00012645,3 AVE
2 AVE,2 AVE,NA,737,751,752,766,68,68,12763,G00012648,2 AVE
BUFFALO AVE,BUFFALO AVE,NA,235,255,232,252,242,242,12764,G00012649,BUFFALO AVE
SCHENK AVE,SCHENK AVE,NA,NA,NA,NA,NA,NA,NA,12768,G00012653,SCHENK AVE
5 AVE,5 AVE,NA,891,905,890,908,67,67,12769,G00012654,5 AVE
NA,CLASSON AVE,NA,433,451,418,432,55,55,12772,G00012657,CLASSON AVE
1,1,NA,63,105,64,106,86,86,12773,G00012658,1
S 6,S 6,NA,57,79,58,78,113,113,12774,G00012659,S 6
MALCOLM X BLVD,REID AVE,NA,73,87,74,90,248,243,12776,G00012661,REID AVE
GLENMORE AVE,BALTIC AVE,NA,242,256,241,255,NA,NA,12777,G00012662,BALTIC AVE
S ELLIOTT PL,S ELLIOTT PL,NA,85,91,92,92,94,94,12778,G00012663,S ELLIOTT PL
CARROLL,CARROLL,NA,143,185,142,184,44,44,12779,G00012664,CARROLL
4 AVE,4 AVE,NA,1113,1131,1126,1144,68,68,12783,G00012668,4 AVE
PROSPECT,PROSPECT,NA,NA,NA,NA,NA,10,10,12784,G00012669,PROSPECT
MAPLE,MAPLE,NA,NA,NA,NA,NA,NA,NA,12785,G00012670,MAPLE
RODNEY,RODNEY,NA,189,217,186,214,125,128,12787,G00012672,RODNEY
ASHFORD,ASHFORD,NA,122,164,123,165,NA,NA,12790,G00012675,ASHFORD
EAST PKWY,EAST PKWY,NA,NA,NA,1484,1556,241,241,12791,G00012676,EAST PKWY
BEDFORD AVE,BEDFORD AVE,NA,203,221,200,218,183,183,12792,G00012677,BEDFORD AVE
LAFAYETTE AVE,LAFAYETTE AVE,NA,169,189,158,174,200,203,12793,G00012678,LAFAYETTE AVE
BROADWAY,BROADWAY,NA,NA,NA,384,402,139,183,12794,G00012679,BROADWAY
ALABAMA AVE,ALABAMA AVE,NA,126,156,NA,NA,NA,NA,12796,G00012681,ALABAMA AVE
MACON,MACON,NA,539,623,540,606,246,246,12801,G00012685,MACON
ROGERS AVE,ROGERS AVE,NA,NA,NA,NA,NA,NA,NA,12802,G00012686,ROGERS AVE
QUINCY,QUINCY,NA,577,643,606,678,244,244,12803,G00012687,QUINCY
COLUMBIA,COLUMBIA,NA,207,225,206,224,41,41,12806,G00012690,COLUMBIA
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,315,333,312,328,180,180,12807,G00012691,KNICKERBOCKER AVE
OCEAN AVE,OCEAN AVE,NA,NA,NA,NA,NA,NA,NA,12808,G00012692,OCEAN AVE
MARCY AVE,MARCY AVE,NA,381,397,384,402,218,216,12809,G00012693,MARCY AVE
MORGAN AVE,MORGAN AVE,NA,527,539,530,544,171,171,12813,G00012697,MORGAN AVE
CROWN,CROWN,NA,641,711,638,710,241,241,12815,G00012699,CROWN
FERRIS,FERRIS,NA,23,41,24,42,98,98,12818,G00012702,FERRIS
6 AVE,6 AVE,NA,725,739,706,720,63,62,12819,G00012703,6 AVE
NEVINS,NEVINS,NA,83,99,86,104,16,18,12822,G00012705,NEVINS
CARROLL,CARROLL,NA,1589,1649,1616,1676,242,242,12824,G00012707,CARROLL
WATERBURY,WATERBURY,NA,77,87,80,86,174,174,12831,G00012714,WATERBURY
SCHENK AVE,SCHENK AVE,NA,NA,NA,NA,NA,NA,NA,12832,G00012715,SCHENK AVE
2 AVE,2 AVE,NA,181,195,190,208,229,229,12835,G00012718,2 AVE
13 AVE,13 AVE,NA,NA,NA,NA,NA,NA,NA,12836,G00012719,13 AVE
JOHNSON AVE,JOHNSON AVE,NA,NA,NA,368,406,174,174,12840,G00012722,JOHNSON AVE
FLUSHING AVE,FLUSHING AVE,NA,357,373,348,362,190,46,12841,G00012723,FLUSHING AVE
CONOVER,CONOVER,NA,223,241,238,256,96,96,12843,G00012725,CONOVER
BOGART,BOGART,NA,61,71,62,72,174,174,12846,G00012728,BOGART
MADISON,MADISON,NA,215,287,214,284,234,234,12847,G00012729,MADISON
W PLZ,W PLZ,NA,NA,NA,29,47,224,224,12852,G00012734,W PLZ
1 AVE,1 AVE,NA,517,535,518,536,68,68,12859,G00012741,1 AVE
4 AVE,4 AVE,NA,263,281,274,298,225,79,12861,G00012743,4 AVE
48,48,NA,59,127,77,146,68,68,12865,G00012747,48
WASHINGTON AVE,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,NA,12869,G00012751,WASHINGTON AVE
GREENE AVE,GREENE AVE,NA,165,183,162,180,58,58,12871,G00012753,GREENE AVE
WEST,WEST,NA,161,177,160,186,164,164,12872,G00012754,WEST
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,61,79,56,74,175,175,12873,G00012755,KNICKERBOCKER AVE
BUSHWICK AVE,BUSHWICK AVE,NA,1143,1161,1126,1144,179,179,12875,G00012757,BUSHWICK AVE
AVE T,AVE T,NA,NA,NA,NA,NA,NA,NA,12876,G00012758,AVE T
ATLANTIC AVE,ATLANTIC AVE,NA,1961,1975,NA,NA,250,NA,12877,G00012759,ATLANTIC AVE
KINGLAND AVE,KINGLAND AVE,NA,69,71,74,76,171,172,12881,G00012763,KINGLAND AVE
JAY,JAY,NA,215,223,228,234,22,22,12886,G00012767,JAY
63,63,NA,NA,NA,NA,NA,NA,NA,12887,G00012768,63
DE GRAW,DEGRAW,NA,177,191,176,206,38,40,12888,G00012769,DEGRAW
FLUSHING AVE,FLUSHING AVE,NA,NA,NA,130,146,190,196,12889,G00012770,FLUSHING AVE
TENNIS CT,TENNIS CT,NA,NA,NA,NA,NA,NA,NA,12894,G00012774,TENNIS CT
NA,CLASSON AVE,NA,779,805,764,794,75,75,12896,G00012776,CLASSON AVE
MARCY AVE,MARCY AVE,NA,341,359,344,362,218,216,12897,G00012777,MARCY AVE
STEWART AVE,STEWART AVE,NA,27,45,22,40,174,174,12898,G00012778,STEWART AVE
UNDERHILL AVE,UNDERHILL AVE,NA,143,163,134,154,71,71,12901,G00012781,UNDERHILL AVE
PARK PL,PARK PL,NA,205,287,218,294,75,75,12903,G00012783,PARK PL
E 32,E 32,NA,NA,NA,NA,NA,NA,NA,12905,G00012785,E 32
BUSHWICK AVE,BUSHWICK AVE,NA,283,305,262,282,148,147,12907,G00012787,BUSHWICK AVE
13,13,NA,331,391,332,390,228,229,12909,G00012789,13
JAMAICA AVE,JAMAICA AVE,NA,NA,NA,654,680,NA,NA,12910,G00012790,JAMAICA AVE
BUSHWICK AVE,BUSHWICK AVE,NA,803,821,770,792,180,180,12911,G00012791,BUSHWICK AVE
56,56,NA,31,89,32,90,68,68,12912,G00012792,56
4 AVE,4 AVE,NA,783,799,794,812,66,66,12914,G00012793,4 AVE
CARLTON AVE,CARLTON AVE,NA,421,509,408,492,203,203,12915,G00012794,CARLTON AVE
ECKFORD,ECKFORD,NA,143,193,144,194,162,162,12916,G00012795,ECKFORD
MACON,MACON,NA,417,491,398,472,245,245,12917,G00012796,MACON
MALCOLM X BLVD,REID AVE,NA,197,215,206,220,246,243,12919,G00012798,REID AVE
83,83,NA,NA,NA,NA,NA,NA,NA,12928,G00012807,83
MOULTRIE,MOULTRIE,NA,63,95,52,84,160,160,12930,G00012809,MOULTRIE
HENDRIX,HENDRIX,NA,NA,NA,NA,NA,NA,NA,12931,G00012810,HENDRIX
13,13,NA,393,451,392,448,228,229,12934,G00012813,13
BUTLER,BUTLER,NA,197,257,180,234,86,86,12935,G00012814,BUTLER
57,57,NA,379,447,380,448,68,68,12937,G00012816,57
ATLANTIC AVE,ATLANTIC AVE,NA,253,291,252,290,14,20,12938,G00012817,ATLANTIC AVE
86,86,NA,NA,NA,NA,NA,NA,NA,12944,G00012823,86
CHARLES PL,CHARLES PL,NA,1,17,2,18,178,178,12947,G00012826,CHARLES PL
17,17,NA,381,429,376,438,63,63,12951,G00012830,17
DUPONT,DUPONT,NA,179,229,178,228,156,156,12952,G00012831,DUPONT
ROGERS AVE,ROGERS AVE,NA,95,115,68,88,240,240,12954,G00012833,ROGERS AVE
HALSEY,HALSEY,NA,647,731,688,772,249,249,12956,G00012835,HALSEY
VAN SICLEN AVE,VAN SICLEN AVE,NA,168,184,169,185,NA,NA,12957,G00012836,VAN SICLEN AVE
GREENE AVE,GREENE AVE,NA,791,857,796,862,244,244,12960,G00012839,GREENE AVE
17 AVE,17 AVE,NA,NA,NA,NA,NA,NA,NA,12961,G00012840,17 AVE
MONTROSE AVE,MONTROSE AVE,NA,189,227,198,228,146,147,12962,G00012841,MONTROSE AVE
OAKLAND,OAKLAND,NA,285,303,288,300,158,158,12964,G00012843,OAKLAND
MAC DONALD AVE,MAC DONALD AVE,NA,NA,NA,NA,NA,NA,NA,12967,G00012845,MAC DONALD AVE
SAINT JOHNS PL,SAINT JOHNS PL,NA,197,203,196,202,223,224,12968,G00012846,SAINT JOHNS PL
66,66,NA,NA,NA,NA,NA,NA,NA,12971,G00012849,66
UNION,UNION,NA,1335,1405,1294,1366,239,239,12973,G00012851,UNION
UNDERHILL AVE,UNDERHILL AVE,NA,165,185,156,176,71,71,12974,G00012852,UNDERHILL AVE
HOWARD AVE,HOWARD AVE,NA,61,79,58,76,250,250,12975,G00012853,HOWARD AVE
FREEMAN,FREEMAN,NA,227,277,224,276,157,157,12976,G00012854,FREEMAN
RIDGE BLVD,RIDGE BLVD,NA,NA,NA,NA,NA,NA,NA,12982,G00012860,RIDGE BLVD
LOTT,LOTT,NA,NA,NA,NA,NA,NA,NA,12984,G00012862,LOTT
MONTGOMERY,MONTGOMERY,NA,315,345,318,348,240,240,12989,G00012867,MONTGOMERY
62,62,NA,NA,NA,NA,NA,NA,NA,12990,G00012868,62
S 8,S 8,NA,63,89,64,92,113,114,12991,G00012869,S 8
PROSPECT PL,PROSPECT PL,NA,1299,1379,1304,1384,242,242,12993,G00012871,PROSPECT PL
UNION AVE,UNION AVE,NA,27,45,30,44,140,140,12996,G00012874,UNION AVE
EAST PKWY,EAST PKWY,NA,1805,1873,NA,NA,242,242,13000,G00012878,EAST PKWY
VAN BRUNT,VAN BRUNT,NA,287,309,322,336,98,98,13004,G00012882,VAN BRUNT
GELSTON AVE,GELSTON AVE,NA,NA,NA,NA,NA,NA,NA,13006,G00012884,GELSTON AVE
BEVERLEY RD,BEVERLEY RD,NA,NA,NA,NA,NA,NA,NA,13007,G00012885,BEVERLEY RD
BERRY,BERRY,NA,265,281,260,278,121,121,13010,G00012888,BERRY
12 AVE,12 AVE,NA,NA,NA,NA,NA,NA,NA,13015,G00012893,12 AVE
LINWOOD,MONROE,NA,75,113,76,112,NA,NA,13020,G00012898,MONROE
LEXINGTON AVE,LEXINGTON AVE,NA,623,689,594,658,244,244,13023,G00012901,LEXINGTON AVE
MARCY AVE,MARCY AVE,NA,197,217,200,218,182,182,13025,G00012903,MARCY AVE
S 3,S 3,NA,299,331,296,322,138,137,13028,G00012906,S 3
GARVEY BLVD,YATES AVE,NA,131,147,130,144,206,209,13030,G00012908,YATES AVE
WOODBINE,WOODBINE,NA,221,279,222,280,180,180,13031,G00012909,WOODBINE
FLATBUSH AVE,FLATBUSH AVE,NA,NA,NA,302,310,70,223,13032,G00012910,FLATBUSH AVE
CLARK,CLARK,NA,81,99,82,100,6,6,13039,G00012917,CLARK
WILLOUGHBY AVE,MYRTLE,NA,203,263,206,266,178,178,13049,G00012927,MYRTLE
HENRY,HENRY,NA,771,785,782,800,101,101,13053,G00012931,HENRY
7 AVE,7 AVE,NA,861,879,894,912,68,68,13055,G00012933,7 AVE
COLUMBUS PL,COLUMBUS PL,NA,1,33,2,34,250,250,13057,G00012935,COLUMBUS PL
GREENE AVE,GREENE AVE,NA,987,1041,1000,1062,248,248,13058,G00012936,GREENE AVE
UNION,UNION,NA,207,251,192,236,41,41,13060,G00012938,UNION
GARVEY BLVD,YATES AVE,NA,169,183,166,184,207,209,13062,G00012940,YATES AVE
HARMAN,HARMAN,NA,1,35,2,36,180,180,13063,G00012941,HARMAN
STUYVESANT AVE,STUYVESANT AVE,NA,175,191,186,202,243,244,13065,G00012943,STUYVESANT AVE
STERLING PL,BUTLER,NA,1471,1541,1448,1518,242,242,13067,G00012945,BUTLER
DE GRAW,DEGRAW,NA,499,517,506,532,86,86,13068,G00012946,DEGRAW
55,55,NA,31,91,32,90,68,68,13069,G00012947,55
RALPH AVE,RALPH AVE,NA,375,405,374,404,242,242,13070,G00012948,RALPH AVE
S PORTLAND AVE,S PORTLAND AVE,NA,127,209,130,206,201,94,13071,G00012949,S PORTLAND AVE
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,101,119,102,120,177,177,13073,G00012951,SAINT NICHOLASS AVE
VARET,VARET,NA,239,275,224,260,174,174,13075,G00012953,VARET
15 AVE,15 AVE,NA,NA,NA,NA,NA,NA,NA,13082,G00012960,15 AVE
PATCHEN AVE,PATCHEN AVE,NA,241,259,226,244,249,246,13083,G00012961,PATCHEN AVE
HARRISON AVE,HARRISON AVE,NA,155,169,160,174,182,182,13086,G00012964,HARRISON AVE
SCHNECTADY AVE,SCHNECTADY AVE,NA,NA,NA,NA,NA,242,241,13087,G00012965,SCHNECTADY AVE
COLUMBIA HTS,COLUMBIA HTS,NA,63,79,64,82,1,1,13088,G00012966,COLUMBIA HTS
VANDYKE,VANDYKE,NA,175,217,162,240,96,96,13089,G00012967,VANDYKE
E 13,E 13,NA,NA,NA,NA,NA,NA,NA,13093,G00012971,E 13
CARROLL,CARROLL,NA,391,423,390,424,86,86,13095,G00012973,CARROLL
38,38,NA,NA,NA,NA,NA,NA,NA,13100,G00012978,38
8 AVE,8 AVE,NA,729,747,712,728,68,68,13101,G00012979,8 AVE
WAVERLY AVE,WAVERLY AVE,NA,211,285,206,278,198,198,13103,G00012981,WAVERLY AVE
STUYVESANT AVE,STUYVESANT AVE,NA,233,251,244,262,243,244,13109,G00012986,STUYVESANT AVE
WASHINGTON AVE,WASHINGTON AVE,NA,587,609,612,636,74,72,13111,G00012988,WASHINGTON AVE
LEONARD,LEONARD,NA,237,257,234,254,130,130,13114,G00012991,LEONARD
RALPH AVE,RALPH AVE,NA,245,263,242,260,250,249,13118,G00012995,RALPH AVE
14 AVE,14 AVE,NA,NA,NA,NA,NA,NA,NA,13122,G00012999,14 AVE
12,12,NA,347,405,344,404,227,228,13124,G00013001,12
2,2,NA,565,695,578,618,225,225,13127,G00013004,2
VANDERBILT AVE,VANDERBILT AVE,NA,291,341,266,316,200,200,13128,G00013005,VANDERBILT AVE
SCHERMERHORN,SCHERMERHORN,NA,1,47,2,48,7,7,13129,G00013006,SCHERMERHORN
BROADWAY,BROADWAY,NA,1047,1061,942,968,180,248,13130,G00013007,BROADWAY
BANKER,BANKER,NA,NA,NA,NA,NA,168,168,13133,G00013010,BANKER
UNION,UNION,NA,795,853,754,808,224,224,13136,G00013013,UNION
GATLING PL,MONTGOMERY,NA,NA,NA,NA,NA,NA,NA,13139,G00013016,MONTGOMERY
6 AVE,6 AVE,NA,267,285,260,276,225,225,13140,G00013017,6 AVE
MAUJER,MAUJER,NA,61,95,50,84,129,129,13143,G00013020,MAUJER
SUTTER AVE,UNION AVE,NA,520,534,519,533,NA,NA,13145,G00013022,UNION AVE
OAKLAND,OAKLAND,NA,323,335,318,332,158,158,13147,G00013024,OAKLAND
JOHNSON,JOHNSON,NA,47,63,36,58,24,23,13149,G00013026,JOHNSON
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,61,79,62,80,178,178,13152,G00013029,SAINT NICHOLASS AVE
WAVERLY AVE,WAVERLY AVE,NA,1,55,2,56,197,197,13153,G00013030,WAVERLY AVE
LORIMER,LORIMER,NA,451,507,462,520,168,168,13155,G00013032,LORIMER
YORK,YORK,NA,63,83,72,90,12,12,13157,G00013034,YORK
ARLINGTON AVE,DIVISION AVE,NA,195,215,196,216,NA,NA,13161,G00013038,DIVISION AVE
5 AVE,5 AVE,NA,31,45,32,50,221,221,13163,G00013040,5 AVE
8,8,NA,95,153,94,154,225,225,13164,G00013041,8
BERKLEY PL,SACKETT,NA,909,929,932,960,224,224,13169,G00013046,SACKETT
GRAHAM AVE,GRAHAM AVE,NA,379,395,386,398,134,134,13170,G00013047,GRAHAM AVE
JAMAICA AVE,JAMAICA AVE,NA,NA,NA,840,874,NA,NA,13174,G00013051,JAMAICA AVE
ALBANY AVE,ALBANY AVE,NA,87,105,86,104,241,241,13175,G00013052,ALBANY AVE
WYCKOFF,WYCKOFF,NA,133,195,134,194,77,77,13177,G00013054,WYCKOFF
BOERUM,BOERUM,NA,145,177,144,176,147,148,13179,G00013056,BOERUM
NEWTON,NEWTON,NA,139,175,144,190,170,170,13182,G00013059,NEWTON
WASHINGTON AVE,WASHINGTON AVE,NA,307,347,304,350,49,200,13185,G00013062,WASHINGTON AVE
SUTTER AVE,UNION AVE,NA,386,400,385,399,NA,NA,13186,G00013063,UNION AVE
33,33,NA,167,225,168,228,66,66,13188,G00013065,33
JAMESS PL,JAMESS PL,NA,163,225,190,248,59,59,13189,G00013066,JAMESS PL
VANDERBILT,VANDERBILT,NA,NA,NA,NA,NA,NA,NA,13192,G00013069,VANDERBILT
EVERGREEN AVE,EVERGREEN AVE,NA,717,735,772,790,179,179,13194,G00013071,EVERGREEN AVE
3,3,NA,295,363,298,366,225,225,13196,G00013073,3
SNYDER AVE,SNYDER AVE,NA,NA,NA,NA,NA,NA,NA,13197,G00013074,SNYDER AVE
VARET,VARET,NA,37,73,33,56,152,151,13199,G00013076,VARET
ASHLAND PL,RAYMOND,NA,269,327,266,320,93,93,13201,G00013078,RAYMOND
BEDFORD AVE,BEDFORD AVE,NA,551,569,548,566,238,54,13202,G00013079,BEDFORD AVE
BUSHWICK AVE,BUSHWICK AVE,NA,113,133,136,160,173,131,13205,G00013082,BUSHWICK AVE
VAN BUREN,VAN BUREN,NA,453,513,470,530,237,237,13206,G00013083,VAN BUREN
S 5,S 5,NA,377,409,394,424,140,140,13207,G00013084,S 5
CENTRAL AVE,CENTRAL AVE,NA,447,465,472,490,179,179,13210,G00013087,CENTRAL AVE
OAKLAND,OAKLAND,NA,337,355,334,354,157,157,13212,G00013089,OAKLAND
OCEAN PKWY,OCEAN PKWY,NA,NA,NA,NA,NA,NA,NA,13213,G00013090,OCEAN PKWY
40,40,NA,NA,NA,NA,NA,NA,NA,13214,G00013091,40
MARCY AVE,MARCY AVE,NA,477,493,476,494,211,211,13216,G00013093,MARCY AVE
ROGERS AVE,ROGERS AVE,NA,NA,NA,NA,NA,NA,NA,13219,G00013096,ROGERS AVE
LAFAYETTE AVE,LAFAYETTE AVE,NA,447,449,450,452,52,54,13221,G00013098,LAFAYETTE AVE
EVERGREEN AVE,EVERGREEN AVE,NA,217,241,262,286,177,177,13227,G00013104,EVERGREEN AVE
GLENMORE AVE,BALTIC AVE,NA,338,352,337,351,NA,NA,13228,G00013105,BALTIC AVE
VANDERBILT,VANDERBILT,NA,NA,NA,NA,NA,NA,NA,13229,G00013106,VANDERBILT
STOCKHOLM,STOCKHOLM,NA,1,33,2,34,177,180,13230,G00013107,STOCKHOLM
86,86,NA,NA,NA,NA,NA,NA,NA,13233,G00013110,86
RICHARDSON,RICHARDSON,NA,149,153,152,160,171,133,13235,G00013112,RICHARDSON
STATE,STATE,NA,37,57,40,64,3,4,13237,G00013114,STATE
LIBERTY AVE,LIBERTY AVE,NA,104,118,103,117,NA,NA,13239,G00013116,LIBERTY AVE
49,49,NA,493,553,496,554,68,68,13241,G00013118,49
JOHN,JOHN,NA,89,133,96,146,27,27,13243,G00013120,JOHN
42,42,NA,NA,NA,NA,NA,NA,NA,13244,G00013121,42
23,23,NA,179,237,174,234,64,66,13245,G00013122,23
CHERRY,CHERRY,NA,35,77,38,76,171,171,13249,G00013126,CHERRY
THOMAS BOYLAND,HOPKINSON,NA,NA,NA,NA,NA,NA,NA,13251,G00013128,HOPKINSON
SARATOGA AVE,SARATOGA AVE,NA,43,61,42,60,250,250,13256,G00013133,SARATOGA AVE
55,55,NA,NA,NA,NA,NA,NA,NA,13258,G00013135,55
BUSH,BUSH,NA,99,137,102,142,100,101,13259,G00013136,BUSH
HOWARD AVE,HOWARD AVE,NA,441,469,444,470,242,242,13261,G00013138,HOWARD AVE
HART,HART,NA,73,133,74,140,213,210,13262,G00013139,HART
BEDFORD AVE,BEDFORD AVE,NA,87,103,86,104,186,189,13263,G00013140,BEDFORD AVE
TEN EYCK WALK,TEN EYCK,NA,83,117,86,120,130,143,13264,G00013141,TEN EYCK
MYRTLE AVE,MYRTLE AVE,NA,1149,1173,1134,1154,176,178,13265,G00013142,MYRTLE AVE
CARROLL,CARROLL,NA,1371,1445,1394,1466,241,241,13266,G00013143,CARROLL
DE GRAW,DEGRAW,NA,263,283,272,304,38,40,13267,G00013144,DEGRAW
OCEAN PKWY,OCEAN PKWY,NA,NA,NA,NA,NA,NA,NA,13269,G00013146,OCEAN PKWY
RALPH AVE,RALPH AVE,NA,225,243,224,240,250,249,13270,G00013147,RALPH AVE
GRAHAM AVE,GRAHAM AVE,NA,321,335,326,342,132,132,13272,G00013149,GRAHAM AVE
NA,CLASSON AVE,NA,807,833,796,836,75,75,13274,G00013151,CLASSON AVE
SKILLMAN AVE,SKILLMAN AVE,NA,197,215,198,216,172,172,13276,G00013153,SKILLMAN AVE
HEYWARD,HEYWARD,NA,77,133,82,116,183,183,13277,G00013154,HEYWARD
NOSTRAND AVE,NOSTRAND AVE,NA,NA,NA,NA,NA,213,212,13278,G00013155,NOSTRAND AVE
FERRIS,FERRIS,NA,45,61,44,62,98,98,13280,G00013157,FERRIS
SKILLMAN AVE,BULLION,NA,93,131,94,132,172,172,13286,G00013163,BULLION
MESEROLE,MESEROLE,NA,151,181,156,188,145,145,13287,G00013164,MESEROLE
