ED,Name,JoinId,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source
149,3 AVE,G00004514,3 AVE,NULL,NULL,5101,5123,5102,5124,17339,Morse geo
149,3 AVE,G00017905,3 AVE,NULL,NULL,5001,5027,5002,5024,17342,Morse geo
150,1 AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
151,1 AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
152,1 AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
153,3 AVE,G00009073,3 AVE,NULL,NULL,5201,5223,5202,5224,17337,Morse geo
153,3 AVE,G00024861,3 AVE,NULL,NULL,5301,5321,5302,5324,17353,Morse geo
154,3 AVE,G00030741,3 AVE,NULL,NULL,5501,5524,5502,5525,15044,Morse geo
154,3 AVE,G00024861,3 AVE,NULL,NULL,5401,5423,5402,5424,17352,Morse geo
155,52,G00017962,52,NULL,NULL,601,667,602,662,8871,Morse geo
155,52,G00024466,52,NULL,NULL,501,575,502,580,12030,Morse geo
156,54,G00019833,54,NULL,NULL,501,583,502,572,9783,Morse geo
156,54,G00023971,54,NULL,NULL,601,679,602,676,11774,Morse geo
157,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
158,58,G00002811,58,NULL,NULL,501,579,502,578,1409,Morse geo
158,58,G00029971,58,NULL,NULL,601,675,602,682,14676,Morse geo
159,3 AVE,G00003914,3 AVE,NULL,NULL,5701,5723,5702,5726,1959,Morse geo
159,3 AVE,G00008816,3 AVE,NULL,NULL,5601,5623,5602,5624,4330,Morse geo
160,3 AVE,G00029449,3 AVE,NULL,NULL,5801,5823,5802,5824,14410,Morse geo
160,3 AVE,G00007089,3 AVE,NULL,NULL,5901,5923,NA,NA,16919,Morse geo
161,1 AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
162,4 AVE,G00014907,4 AVE,NULL,NULL,45,57,NA,NA,7383,Morse geo
162,4 AVE,G00026729,4 AVE,NULL,NULL,NA,NA,34,50,13125,Morse geo
162,4 AVE,G00027724,4 AVE,NULL,NULL,NA,NA,52,70,13580,Morse geo
162,4 AVE,G00030958,4 AVE,NULL,NULL,25,43,NA,NA,15159,Morse geo
162,4 AVE,G00008978,4 AVE,NULL,NULL,5,23,NA,NA,18018,Morse geo
162,4 AVE,G00000287,4 AVE,NULL,NULL,NA,NA,16,32,18020,Morse geo
162,4 AVE,G00000287,4 AVE,NULL,NULL,NA,NA,2,14,18022,Morse geo
162,4 AVE,G00008978,4 AVE,NULL,NULL,NA,NA,NA,NA,18023,Morse geo
163,5 AVE,G00000898,5 AVE,NULL,NULL,25,27,22,30,459,Morse geo
163,5 AVE,G00026806,5 AVE,NULL,NULL,35,45,32,48,13163,Morse geo
164,6 AVE,G00014224,6 AVE,NULL,NULL,43,65,46,68,7039,Morse geo
164,6 AVE,G00021600,6 AVE,NULL,NULL,25,41,20,44,10670,Morse geo
164,6 AVE,G00022295,6 AVE,NULL,NULL,NA,NA,NA,NA,10986,Morse geo
165,ATLANTIC AVE,G00001576,ATLANTIC AVE,NULL,NULL,783,831,NA,NA,810,Morse geo
165,ATLANTIC AVE,G00005712,ATLANTIC AVE,NULL,NULL,NA,NA,806,836,2849,Morse geo
165,ATLANTIC AVE,G00012694,ATLANTIC AVE,NULL,NULL,759,781,NA,NA,6246,Morse geo
165,ATLANTIC AVE,G00001421,ATLANTIC AVE,NULL,NULL,NA,NA,782,804,17585,Morse geo
165,ATLANTIC AVE,G00001421,ATLANTIC AVE,NULL,NULL,NA,NA,758,780,17587,Morse geo
165,ATLANTIC AVE,G00032175,ATLANTIC AVE,NULL,NULL,737,757,NA,NA,17588,Morse geo
166,ATLANTIC AVE,G00021565,ATLANTIC AVE,NULL,NULL,NA,NA,838,856,17596,Morse geo
166,ATLANTIC AVE,G00029674,ATLANTIC AVE,NULL,NULL,833,841,NA,NA,17597,Morse geo
166,ATLANTIC AVE,G00021205,ATLANTIC AVE,NULL,NULL,NA,NA,886,910,17599,Morse geo
166,ATLANTIC AVE,G00011280,ATLANTIC AVE,NULL,NULL,843,873,NA,NA,17600,Morse geo
166,ATLANTIC AVE,G00021205,ATLANTIC AVE,NULL,NULL,NA,NA,858,884,17601,Morse geo
166,ATLANTIC AVE,G00025474,ATLANTIC AVE,NULL,NULL,NA,NA,NA,NA,17603,Morse geo
167,BERGEN,G00001984,BERGEN,NULL,NULL,715,745,708,744,1012,Morse geo
167,BERGEN,G00022124,BERGEN,NULL,NULL,641,713,640,706,10905,Morse geo
167,BERGEN,G00028930,BERGEN,NULL,NULL,747,781,746,778,14169,Morse geo
168,ATLANTIC AVE,G00003687,ATLANTIC AVE,NULL,NULL,NA,NA,912,936,1845,Morse geo
168,ATLANTIC AVE,G00023928,ATLANTIC AVE,NULL,NULL,NA,NA,NA,NA,11749,Morse geo
168,ATLANTIC AVE,G00005931,ATLANTIC AVE,NULL,NULL,NA,NA,938,984,17605,Morse geo
168,ATLANTIC AVE,G00002795,ATLANTIC AVE,NULL,NULL,875,899,NA,NA,17606,Morse geo
168,ATLANTIC AVE,G00015103,ATLANTIC AVE,NULL,NULL,901,941,NA,NA,17608,Morse geo
169,ATLANTIC AVE,G00000088,ATLANTIC AVE,NULL,NULL,NA,NA,1062,1144,42,Morse geo
169,ATLANTIC AVE,G00007834,ATLANTIC AVE,NULL,NULL,1023,1081,NA,NA,3863,Morse geo
169,ATLANTIC AVE,G00017313,ATLANTIC AVE,NULL,NULL,943,1021,NA,NA,8555,Morse geo
169,ATLANTIC AVE,G00023218,ATLANTIC AVE,NULL,NULL,NA,NA,986,1060,11416,Morse geo
170,CLASSON AVE,G00002807,UNION PL,CLASSON AVE,NULL,614,632,631,647,1408,Morse geo
171,BERGEN,G00010527,BERGEN,NULL,NULL,857,949,856,944,5181,Morse geo
171,BERGEN,G00019404,BERGEN,NULL,NULL,783,855,780,854,9573,Morse geo
172,4 AVE,G00024612,4 AVE,NULL,NULL,59,77,NA,NA,12096,Morse geo
172,4 AVE,G00026153,4 AVE,NULL,NULL,NA,NA,72,84,12851,Morse geo
173,4 AVE,G00004715,4 AVE,NULL,NULL,NA,NA,106,124,2360,Morse geo
173,4 AVE,G00005035,4 AVE,NULL,NULL,79,99,NA,NA,2520,Morse geo
173,4 AVE,G00015827,4 AVE,NULL,NULL,NA,NA,86,104,7829,Morse geo
173,4 AVE,G00017432,4 AVE,NULL,NULL,101,117,NA,NA,8618,Morse geo
174,4 AVE,G00007888,4 AVE,NULL,NULL,NA,NA,126,144,3889,Morse geo
174,4 AVE,G00010519,4 AVE,NULL,NULL,119,133,NA,NA,5179,Morse geo
175,6 AVE,G00014873,6 AVE,NULL,NULL,67,75,NA,NA,7365,Morse geo
176,6 AVE,G00004752,6 AVE,NULL,NULL,117,133,NA,NA,2379,Morse geo
176,6 AVE,G00005534,6 AVE,NULL,NULL,97,115,98,114,2768,Morse geo
176,6 AVE,G00012390,6 AVE,NULL,NULL,87,95,82,96,6090,Morse geo
176,6 AVE,G00018149,6 AVE,NULL,NULL,NA,NA,NA,NA,8970,Morse geo
177,BERGEN,G00012287,BERGEN,NULL,NULL,565,639,562,638,6039,Morse geo
178,CARLTON AVE,G00022541,CARLTON AVE,NULL,NULL,629,655,616,638,11103,Morse geo
178,CARLTON AVE,G00028457,CARLTON AVE,NULL,NULL,657,657,NA,NA,13932,Morse geo
179,BERGEN,G00001984,BERGEN,NULL,NULL,715,745,708,744,1012,Morse geo
179,BERGEN,G00022124,BERGEN,NULL,NULL,641,713,640,706,10905,Morse geo
180,PARK PL,G00005169,PARK PL,NULL,NULL,261,343,262,344,2592,Morse geo
181,BERGEN,G00028930,BERGEN,NULL,NULL,747,781,746,778,14169,Morse geo
182,BERGEN,G00019404,BERGEN,NULL,NULL,783,855,780,854,9573,Morse geo
183,CLASSON AVE,G00032162,UNION PL,CLASSON AVE,NULL,NA,NA,708,734,15743,Morse geo
183,CLASSON AVE,G00030441,UNION PL,CLASSON AVE,NULL,NA,NA,686,706,14908,Morse geo
184,BERGEN,G00010527,BERGEN,NULL,NULL,857,949,856,944,5181,Morse geo
185,4 AVE,G00009065,4 AVE,NULL,NULL,NA,NA,146,162,4452,Morse geo
185,4 AVE,G00016018,4 AVE,NULL,NULL,135,149,NA,NA,7926,Morse geo
186,5 AVE,G00009988,5 AVE,NULL,NULL,139,161,148,164,4901,Morse geo
186,5 AVE,G00020734,5 AVE,NULL,NULL,NA,NA,NA,NA,10227,Morse geo
186,5 AVE,G00007640,5 AVE,NULL,NULL,119,137,128,146,18037,Morse geo
186,5 AVE,G00007640,5 AVE,NULL,NULL,NA,NA,NA,NA,18038,Morse geo
187,4 AVE,G00019001,4 AVE,NULL,NULL,173,191,NA,NA,9379,Morse geo
187,4 AVE,G00019329,4 AVE,NULL,NULL,NA,NA,164,184,9529,Morse geo
187,4 AVE,G00021874,4 AVE,NULL,NULL,NA,NA,186,202,10796,Morse geo
187,4 AVE,G00030122,4 AVE,NULL,NULL,151,171,NA,NA,14752,Morse geo
188,5 AVE,G00007596,5 AVE,NULL,NULL,163,185,168,188,3747,Morse geo
188,5 AVE,G00012037,5 AVE,NULL,NULL,187,205,190,206,5917,Morse geo
189,4 AVE,G00019122,4 AVE,NULL,NULL,193,211,NA,NA,9437,Morse geo
189,4 AVE,G00031194,4 AVE,NULL,NULL,NA,NA,204,222,15267,Morse geo
190,6 AVE,G00006470,6 AVE,NULL,NULL,193,207,188,204,3225,Morse geo
190,6 AVE,G00014204,6 AVE,NULL,NULL,135,153,128,146,7029,Morse geo
190,6 AVE,G00015499,6 AVE,NULL,NULL,155,167,148,168,7677,Morse geo
190,6 AVE,G00016120,6 AVE,NULL,NULL,175,191,170,186,7980,Morse geo
191,7 AVE,G00007744,7 AVE,NULL,NULL,59,77,60,76,3823,Morse geo
191,7 AVE,G00012701,7 AVE,NULL,NULL,37,57,46,58,6251,Morse geo
191,7 AVE,G00021097,7 AVE,NULL,NULL,21,35,26,44,10408,Morse geo
191,7 AVE,G00030376,7 AVE,NULL,NULL,79,93,78,98,14873,Morse geo
192,BUTLER PL,G00004416,BUTLER PL,NULL,NULL,1,31,2,44,2206,Morse geo
193,CLASSON AVE,G00007184,UNION PL,CLASSON AVE,NULL,NA,NA,740,758,3563,Morse geo
193,CLASSON AVE,G00024253,UNION PL,CLASSON AVE,NULL,NA,NA,838,NA,11906,Morse geo
193,CLASSON AVE,G00026264,UNION PL,CLASSON AVE,NULL,NA,NA,760,794,12896,Morse geo
193,CLASSON AVE,G00027052,UNION PL,CLASSON AVE,NULL,807,833,796,836,13274,Morse geo
194,CLASSON AVE,G00007184,UNION PL,CLASSON AVE,NULL,NA,NA,740,758,3563,Morse geo
194,CLASSON AVE,G00024253,UNION PL,CLASSON AVE,NULL,NA,NA,838,NA,11906,Morse geo
194,CLASSON AVE,G00026264,UNION PL,CLASSON AVE,NULL,NA,NA,760,794,12896,Morse geo
194,CLASSON AVE,G00027052,UNION PL,CLASSON AVE,NULL,807,833,796,836,13274,Morse geo
195,CARROLL,G00031215,CARROLL,NULL,NULL,NA,NA,NA,NA,15279,Morse geo
196,BERGEN,G00001126,BERGEN,NULL,NULL,1,33,2,36,580,Morse geo
196,BERGEN,G00013719,BERGEN,NULL,NULL,35,73,38,72,6779,Morse geo
196,BERGEN,G00030308,BERGEN,NULL,NULL,77,129,78,138,14839,Morse geo
197,BALTIC,G00032242,BALTIC,NULL,NULL,329,385,332,390,15785,Morse geo
198,ALBEMARLE RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
199,ALBEMARLE RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
200,BERGEN,G00013572,BERGEN,NULL,NULL,133,195,140,194,6704,Morse geo
200,BERGEN,G00024246,BERGEN,NULL,NULL,189,245,196,254,11902,Morse geo
201,BALTIC,G00022266,BALTIC,NULL,NULL,441,497,450,496,10974,Morse geo
202,ALBEMARLE RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
203,ALBEMARLE RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
204,3 AVE,G00012674,3 AVE,NULL,NULL,95,109,100,118,6236,Morse geo
205,3 AVE,G00000070,3 AVE,NULL,NULL,151,163,156,170,37,Morse geo
205,3 AVE,G00000230,3 AVE,NULL,NULL,121,133,120,138,114,Morse geo
205,3 AVE,G00002327,3 AVE,NULL,NULL,165,189,172,190,1173,Morse geo
205,3 AVE,G00025243,3 AVE,NULL,NULL,135,149,140,154,12394,Morse geo
206,3 AVE,G00000230,3 AVE,NULL,NULL,121,133,120,138,114,Morse geo
207,3 AVE,G00000070,3 AVE,NULL,NULL,151,163,156,170,37,Morse geo
207,3 AVE,G00002327,3 AVE,NULL,NULL,165,189,172,190,1173,Morse geo
207,3 AVE,G00025243,3 AVE,NULL,NULL,135,149,140,154,12394,Morse geo
208,CT,G00021336,CT,NULL,NULL,285,303,284,304,10522,Morse geo
209,CARROLL,G00027387,CARROLL,NULL,NULL,235,NA,NA,NA,13428,Morse geo
210,CARROLL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
211,BOND,G00013474,BOND,NULL,NULL,247,265,258,272,6651,Morse geo
211,BOND,G00014630,BOND,NULL,NULL,267,285,274,294,7252,Morse geo
211,BOND,G00017802,BOND,NULL,NULL,287,305,296,314,8797,Morse geo
212,BOND,G00004854,BOND,NULL,NULL,327,345,336,354,2434,Morse geo
212,BOND,G00027933,BOND,NULL,NULL,307,325,316,334,13682,Morse geo
212,BOND,G00013474,BOND,NULL,NULL,247,265,258,272,6651,Morse geo
212,BOND,G00014630,BOND,NULL,NULL,267,285,274,294,7252,Morse geo
212,BOND,G00017802,BOND,NULL,NULL,287,305,296,314,8797,Morse geo
213,3 AVE,G00015484,3 AVE,NULL,NULL,211,251,212,250,7671,Morse geo
213,3 AVE,G00027763,3 AVE,NULL,NULL,209,227,210,230,13599,Morse geo
213,3 AVE,G00029232,3 AVE,NULL,NULL,191,207,192,208,14307,Morse geo
214,3 AVE,G00009593,3 AVE,NULL,NULL,253,269,252,272,4703,Morse geo
215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
217,1 PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
218,2,G00023023,2,NULL,NULL,1,55,2,64,11327,Morse geo
219,2 PL,G00010151,2 PL,NULL,NULL,101,139,106,140,4993,Morse geo
220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
221,2,G00022947,2,NULL,NULL,119,165,124,166,11290,Morse geo
221,2,G00032684,2,NULL,NULL,57,117,66,122,15986,Morse geo
222,ELLIOTT PL N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
223,AUBURN PL,G00012579,AUBURN PL,NULL,NULL,17,35,26,44,6194,Morse geo
224,DIVISION AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
225,AUBURN PL,G00000688,AUBURN PL,NULL,NULL,1,15,2,24,357,Morse geo
225,AUBURN PL,G00012579,AUBURN PL,NULL,NULL,17,35,26,44,6194,Morse geo
226,BRG,G00000553,BRG,NULL,NULL,295,327,294,328,276,Morse geo
226,BRG,G00022132,BRG,NULL,NULL,329,373,330,372,10910,Morse geo
227,ALBEE SQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
228,DUFFIELD,G00006847,DUFFIELD,NULL,NULL,115,147,116,150,17143,Morse geo
229,ALBEE SQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
230,BOLIVAR,NULL,NULL,BOLIVAR,NULL,1,17,2,22,16182,Morse geo
231,BOLIVAR,NULL,NULL,BOLIVAR,NULL,1,17,2,22,16182,Morse geo
232,DE KALB AVE,G00012812,DE KALB AVE,NULL,NULL,73,91,62,80,6307,Morse geo
232,DE KALB AVE,G00016324,DE KALB AVE,NULL,NULL,53,71,42,60,8074,Morse geo
232,DE KALB AVE,G00027366,DE KALB AVE,NULL,NULL,93,113,82,112,13418,Morse geo
233,BOLIVAR,NULL,NULL,BOLIVAR,NULL,35,37,36,38,16186,Morse geo
233,BOLIVAR,NULL,NULL,BOLIVAR,NULL,59,65,56,58,16188,Morse geo
234,ASHLAND PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
235,ASHLAND PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
236,DE KALB AVE,G00003855,DE KALB AVE,NULL,NULL,NA,NA,137,146,1932,Morse geo
236,DE KALB AVE,G00005337,DE KALB AVE,NULL,NULL,NA,NA,121,126,2671,Morse geo
236,DE KALB AVE,G00032792,DE KALB AVE,NULL,NULL,NA,NA,127,136,16031,Morse geo
237,ASHLAND PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
238,ATLANTIC AVE,G00021428,ATLANTIC AVE,NULL,NULL,NA,NA,602,620,10578,Morse geo
238,ATLANTIC AVE,G00008118,ATLANTIC AVE,NULL,NULL,NA,NA,644,674,17570,Morse geo
238,ATLANTIC AVE,G00009355,ATLANTIC AVE,NULL,NULL,645,669,NA,NA,17572,Morse geo
238,ATLANTIC AVE,G00008118,ATLANTIC AVE,NULL,NULL,NA,NA,622,642,17573,Morse geo
238,ATLANTIC AVE,G00009355,ATLANTIC AVE,NULL,NULL,623,643,NA,NA,17574,Morse geo
239,ATLANTIC DOCK,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
240,BEARD,G00009802,BEARD,NULL,NULL,97,137,98,138,4820,Morse geo
240,BEARD,G00022713,BEARD,NULL,NULL,139,183,140,184,11191,Morse geo
241,COFFEY,G00032485,COFFEY,NULL,NULL,69,109,72,110,15894,Morse geo
241,COFFEY,G00017749,COFFEY,NULL,NULL,111,145,112,154,8771,Morse geo
242,CONOVER,G00008775,CONOVER,NULL,NULL,169,183,184,202,4310,Morse geo
243,KING,G00010637,KING,NULL,NULL,91,133,90,132,5236,Morse geo
244,CONOVER,G00012858,CONOVER,NULL,NULL,135,149,142,156,6340,Morse geo
244,CONOVER,G00028319,CONOVER,NULL,NULL,119,133,118,140,13859,Morse geo
244,CONOVER,G00029542,CONOVER,NULL,NULL,151,167,158,182,14458,Morse geo
245,BAY AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
246,BOWNE,G00013303,BOWNE,NULL,NULL,72,90,71,89,6575,Morse geo
246,BOWNE,G00016230,BOWNE,NULL,NULL,2,70,1,69,8031,Morse geo
246,BOWNE,G00029316,BOWNE,NULL,NULL,91,99,92,100,14351,Morse geo
247,BAY AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
248,BAY AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
249,9  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
250,9  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
251,COLES,G00026966,COLES,NULL,NULL,59,77,60,76,16153,Morse geo
251,COLES,G00026966,COLES,NULL,NULL,43,57,46,58,16155,Morse geo
251,COLES,G00026966,COLES,NULL,NULL,NA,NA,44,44,16156,Morse geo
252,COLES,G00026966,COLES,NULL,NULL,1,41,2,42,16159,Morse geo
253,4 PL,G00004185,4 PL,NULL,NULL,1,43,2,48,2090,Morse geo
253,4 PL,G00016394,4 PL,NULL,NULL,61,91,58,102,8110,Morse geo
254,9  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
255,CLINTON,G00005226,CLINTON,NULL,NULL,543,561,558,572,2613,Morse geo
255,CLINTON,G00030622,CLINTON,NULL,NULL,529,541,538,556,14990,Morse geo
256,9  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
257,9  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
258,9,G00019491,9,NULL,NULL,1,29,2,20,9621,Morse geo
259,4 PL,G00013798,4 PL,NULL,NULL,109,131,114,NA,6822,Morse geo
260,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
261,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
262,3  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
263,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
264,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
265,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
266,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
267,2  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
268,3  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
269,4  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
270,4  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
271,10  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
272,10  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
273,4  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
274,4  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
275,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
276,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
277,7  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
278,7  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
279,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
280,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
281,6  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
282,4  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
283,1 ST N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
284,1 ST N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
285,1 ST N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
286,3  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
287,5  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
288,7  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
289,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
290,7  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
291,6  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
292,4  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
293,4  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
294,4  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
295,GRAND,G00012121,GRAND,NULL,NULL,315,361,316,364,5955,Morse geo
295,GRAND,G00027512,GRAND,NULL,NULL,257,313,266,314,13489,Morse geo
295,GRAND,NULL,NULL,GRAND,NULL,363,399,366,398,16443,Morse geo
296,5  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
297,BAYARD,G00024073,BAYARD,NULL,NULL,1,47,2,48,11823,Morse geo
298,GWINNETT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
299,CONSELYEA,G00029761,CONSELYEA,NULL,NULL,1,45,2,48,14569,Morse geo
300,BAYARD,G00029427,BAYARD,NULL,NULL,49,83,50,86,14395,Morse geo
301,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
302,CONSELYEA,G00000038,CONSELYEA,NULL,NULL,47,81,50,84,22,Morse geo
302,CONSELYEA,G00025122,CONSELYEA,NULL,NULL,83,119,86,124,12335,Morse geo
303,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
304,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
305,CONSELYEA,G00024052,CONSELYEA,NULL,NULL,163,197,164,198,11813,Morse geo
305,CONSELYEA,G00029342,CONSELYEA,NULL,NULL,121,161,126,162,14364,Morse geo
306,BUSHWICK AVE,G00023801,BUSHWICK AVE,NULL,NULL,5,23,6,24,11688,Morse geo
307,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
308,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
309,AINSLIE,G00024380,AINSLIE,NULL,NULL,77,133,90,142,11984,Morse geo
310,1 ST S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
311,AINSLIE,G00001591,AINSLIE,NULL,NULL,135,169,144,176,819,Morse geo
311,AINSLIE,G00010384,AINSLIE,NULL,NULL,171,205,178,212,5111,Morse geo
312,AINSLIE,G00001591,AINSLIE,NULL,NULL,135,169,144,176,819,Morse geo
313,AINSLIE,G00010384,AINSLIE,NULL,NULL,171,205,178,212,5111,Morse geo
314,AINSLIE,G00031156,AINSLIE,NULL,NULL,207,241,214,249,15251,Morse geo
314,AINSLIE,G00032422,AINSLIE,NULL,NULL,243,281,250,284,15864,Morse geo
315,AINSLIE,G00028579,AINSLIE,NULL,NULL,283,303,288,310,14000,Morse geo
316,AINSLIE,G00028579,AINSLIE,NULL,NULL,283,303,288,310,14000,Morse geo
317,BUSHWICK AVE,G00023841,BUSHWICK AVE,NULL,NULL,125,99,120,98,11709,Morse geo
318,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
319,BUSHWICK AVE,G00015041,BUSHWICK AVE,NULL,NULL,127,145,122,144,7448,Morse geo
320,2  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
321,4  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
322,3  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
323,2  S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
324,GWINNETT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
325,GWINNETT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
326,GWINNETT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
327,GWINNETT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
328,BOERUM,G00014278,BOERUM,NULL,NULL,43,75,44,70,7068,Morse geo
329,BOERUM,G00011159,BOERUM,NULL,NULL,1,41,2,42,5502,Morse geo
329,BOERUM,G00014278,BOERUM,NULL,NULL,43,75,44,70,7068,Morse geo
330,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
331,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
332,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
333,EWEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
334,BOERUM,G00011572,BOERUM,NULL,NULL,107,141,108,140,5706,Morse geo
334,BOERUM,G00012821,BOERUM,NULL,NULL,77,105,72,106,6313,Morse geo
335,BOERUM,G00011572,BOERUM,NULL,NULL,107,141,108,140,5706,Morse geo
335,BOERUM,G00012821,BOERUM,NULL,NULL,77,105,72,106,6313,Morse geo
336,GRAHAM AVE,G00000096,GRAHAM AVE,NULL,NULL,179,193,184,200,48,Morse geo
336,GRAHAM AVE,G00001614,GRAHAM AVE,NULL,NULL,195,209,202,216,828,Morse geo
336,GRAHAM AVE,G00022682,GRAHAM AVE,NULL,NULL,211,227,218,247,11175,Morse geo
337,BUSHWICK AVE,G00027914,BUSHWICK AVE,NULL,NULL,193,171,192,170,13674,Morse geo
337,BUSHWICK AVE,G00031210,BUSHWICK AVE,NULL,NULL,147,169,146,168,15275,Morse geo
338,BUSHWICK AVE,G00005194,BUSHWICK AVE,NULL,NULL,219,241,218,240,2599,Morse geo
338,BUSHWICK AVE,G00031429,BUSHWICK AVE,NULL,NULL,195,217,194,216,15389,Morse geo
339,GRAHAM AVE,G00002696,GRAHAM AVE,NULL,NULL,159,177,168,182,1341,Morse geo
339,GRAHAM AVE,G00014756,GRAHAM AVE,NULL,NULL,139,159,150,166,7308,Morse geo
