OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,y1910_hnyc_street,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,y1910ED_Left,y1910ED_Right
714,{00000000-0000-0000-0000-000000000000},G00000461,NY,NEW YORK,MANHATTAN,2 AVE,1,1,NA,NA,313,327,310,326,NA,NA,NA,NA,NA,2 AVE,G00000461,245.360467550601,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,245.360456750755,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:42,HNYC_COLUMBIA,NA,976,1712
715,{00000000-0000-0000-0000-000000000000},G00000462,NY,NEW YORK,MANHATTAN,11 AVE,1,1,NA,NA,758,774,NA,NA,NA,NA,NA,NA,NA,11 AVE,G00000462,260.622134099646,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,260.622282416937,7/22/2019 17:22:53,HNYC_COLUMBIA,3/28/2020 15:41:07,EMC2199_COLUMBIA,NA,1368,1368
716,{00000000-0000-0000-0000-000000000000},G00000463,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,NA,NA,3820,3838,NA,NA,NA,NA,NA,BROADWAY,G00000463,259.764414924685,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 0:15:17,AMV2173_COLUMBIA,259.764403492239,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:42,HNYC_COLUMBIA,NA,686,686
717,{00000000-0000-0000-0000-000000000000},G00000464,NY,NEW YORK,MANHATTAN,E 58,1,1,NA,NA,135,157,140,162,NA,NA,NA,NA,NA,E 58,G00000464,506.062875406932,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,506.062853129623,7/22/2019 17:22:53,HNYC_COLUMBIA,3/15/2020 16:01:34,EMC2199_COLUMBIA,NA,1135,1135
719,{00000000-0000-0000-0000-000000000000},G00000466,NY,NEW YORK,MANHATTAN,PEARL,1,1,NA,NA,287,311,288,312,NA,NA,NA,NA,NA,PEARL,G00000466,342.565063238805,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,342.565048175226,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:42,HNYC_COLUMBIA,NA,11,11
720,{00000000-0000-0000-0000-000000000000},G00000467,NY,NEW YORK,MANHATTAN,12 AVE,1,1,NA,NA,NA,NA,NA,NA,A,NA,M,NA,NA,12 AVE,G00000467,284.03053889635,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 19:56:23,RSE2121_COLUMBIA,284.030526395773,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:43,HNYC_COLUMBIA,NA,1369,1369
721,{00000000-0000-0000-0000-000000000000},G00000468,NY,NEW YORK,MANHATTAN,WILLIAMSBURG BR APPROACH,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILLIAMSBURG BR APPROACH,G00000468,7574.81725874769,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 1:09:15,AMV2173_COLUMBIA,7574.81723066107,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 19:10:30,HNYC_COLUMBIA,NA,NA,NA
722,{00000000-0000-0000-0000-000000000000},G00000469,NY,NEW YORK,MANHATTAN,E 27,1,1,NA,NA,301,343,300,342,NA,NA,NA,NA,NA,E 27,G00000469,749.897444567231,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,749.897411553854,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:43,HNYC_COLUMBIA,NA,1711,958
723,{00000000-0000-0000-0000-000000000000},G00000470,NY,NEW YORK,MANHATTAN,W 83,1,1,NA,NA,100,176,101,177,NA,NA,NA,NA,NA,W 83,G00000470,900.030688847827,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 18:41:24,AMV2173_COLUMBIA,900.030649235829,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:43,HNYC_COLUMBIA,NA,1294,1295
724,{00000000-0000-0000-0000-000000000000},G00000471,NY,NEW YORK,MANHATTAN,E 11,1,1,NA,NA,701,725,700,724,NA,NA,NA,NA,NA,E 11,G00000471,413.183047946066,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,413.183029767286,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:43,HNYC_COLUMBIA,NA,270,270
725,{00000000-0000-0000-0000-000000000000},G00000472,NY,NEW YORK,MANHATTAN,RIVINGTON,1,1,NA,NA,132,146,131,145,NA,NA,NA,NA,NA,RIVINGTON,G00000472,250.659895577462,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,250.659884534004,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:43,HNYC_COLUMBIA,NA,1700,747
726,{00000000-0000-0000-0000-000000000000},G00000473,NY,NEW YORK,MANHATTAN,W 91,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,W 91,G00000473,62.5378933991786,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 18:22:25,AMV2173_COLUMBIA,62.537890650692,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:44,HNYC_COLUMBIA,NA,742,742
727,{00000000-0000-0000-0000-000000000000},G00000474,NY,NEW YORK,MANHATTAN,E 40,1,1,NA,NA,201,243,200,252,NA,NA,NA,NA,NA,E 40,G00000474,710.311075638078,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,710.311044362712,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:44,HNYC_COLUMBIA,NA,1114,1119
728,{00000000-0000-0000-0000-000000000000},G00000475,NY,NEW YORK,MANHATTAN,W 211,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,W 211,G00000475,417.829679406485,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 18:25:05,RSE2121_COLUMBIA,417.829812491734,7/22/2019 17:22:53,HNYC_COLUMBIA,3/13/2020 19:30:03,MSL2215_COLUMBIA,NA,674,674
729,{00000000-0000-0000-0000-000000000000},G00000476,NY,NEW YORK,MANHATTAN,W 29,1,1,NA,NA,2,28,1,27,NA,NA,NA,NA,NA,W 29,G00000476,553.067625420585,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,553.067601075057,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:44,HNYC_COLUMBIA,NA,1270,1270
730,{00000000-0000-0000-0000-000000000000},G00000477,NY,NEW YORK,MANHATTAN,PEARL,1,1,NA,NA,75,103,72,108,NA,NA,NA,NA,NA,PEARL,G00000477,437.678154633702,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,437.67835634927,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:44,HNYC_COLUMBIA,NA,8,8
731,{00000000-0000-0000-0000-000000000000},G00000478,NY,NEW YORK,MANHATTAN,FT GEORGE AVE,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,FT GEORGE AVE,G00000478,271.474927165791,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 19:58:32,RSE2121_COLUMBIA,271.474915222342,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:44,HNYC_COLUMBIA,NA,676,671
732,{00000000-0000-0000-0000-000000000000},G00000479,NY,NEW YORK,MANHATTAN,E 99,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,E 99,G00000479,566.091573644787,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:40:33,RSE2121_COLUMBIA,566.091548721636,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:45,HNYC_COLUMBIA,NA,287,282
733,{00000000-0000-0000-0000-000000000000},G00000480,NY,NEW YORK,MANHATTAN,E 27,1,1,NA,NA,133,155,134,154,NA,NA,NA,NA,NA,E 27,G00000480,346.783862229845,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,346.783846948939,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:45,HNYC_COLUMBIA,NA,986,987
734,{00000000-0000-0000-0000-000000000000},G00000482,NY,NEW YORK,MANHATTAN,WILLIAM,1,1,NA,NA,173,185,170,180,NA,NA,NA,NA,NA,WILLIAM,G00000482,248.576679694201,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,248.576668746147,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:45,HNYC_COLUMBIA,NA,10,10
735,{00000000-0000-0000-0000-000000000000},G00000483,NY,NEW YORK,MANHATTAN,W 215,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,W 215,G00000483,212.731049761183,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 18:25:06,RSE2121_COLUMBIA,212.731040386647,7/22/2019 17:22:53,HNYC_COLUMBIA,3/13/2020 19:25:45,MSL2215_COLUMBIA,NA,674,674
736,{00000000-0000-0000-0000-000000000000},G00000484,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,783,803,788,804,NA,NA,NA,NA,NA,1 AVE,G00000484,271.207125050174,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,271.207113126849,7/22/2019 17:22:53,HNYC_COLUMBIA,3/15/2020 14:44:55,EMC2199_COLUMBIA,NA,1105,999
737,{00000000-0000-0000-0000-000000000000},G00000486,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,NA,NA,2640,2658,NA,NA,NA,NA,NA,BROADWAY,G00000486,259.245290887709,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 18:22:26,AMV2173_COLUMBIA,259.245279465214,7/22/2019 17:22:53,HNYC_COLUMBIA,3/10/2020 19:08:08,MSL2215_COLUMBIA,NA,737,736
738,{00000000-0000-0000-0000-000000000000},G00000487,NY,NEW YORK,MANHATTAN,W 85,1,1,NA,NA,200,214,201,215,NA,NA,NA,NA,NA,W 85,G00000487,459.999570389156,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:12:26,AMV2173_COLUMBIA,459.999550138136,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:46,HNYC_COLUMBIA,NA,1394,1393
739,{00000000-0000-0000-0000-000000000000},G00000488,NY,NEW YORK,MANHATTAN,E 116,1,1,NA,NA,501,555,500,554,NA,NA,NA,NA,NA,E 116,G00000488,659.734670372188,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:48:47,RSE2121_COLUMBIA,659.734641328358,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:46,HNYC_COLUMBIA,NA,292,289
740,{00000000-0000-0000-0000-000000000000},G00000489,NY,NEW YORK,MANHATTAN,PRINCE,1,1,NA,NA,84,92,81,91,NA,NA,NA,NA,NA,PRINCE,G00000489,264.893010452711,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,264.892998781002,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:46,HNYC_COLUMBIA,NA,125,125
741,{00000000-0000-0000-0000-000000000000},G00000490,NY,NEW YORK,MANHATTAN,W 33,1,1,NA,NA,200,270,201,271,NA,NA,NA,NA,NA,W 33,G00000490,900.287963642324,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,900.288210596212,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:46,HNYC_COLUMBIA,NA,1190,1190
742,{00000000-0000-0000-0000-000000000000},G00000491,NY,NEW YORK,MANHATTAN,DUANE,1,1,NA,NA,90,114,91,115,NA,NA,NA,NA,NA,DUANE,G00000491,376.811859909708,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,376.811843316631,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:46,HNYC_COLUMBIA,NA,30,30
743,{00000000-0000-0000-0000-000000000000},G00000492,NY,NEW YORK,MANHATTAN,E 46,1,1,NA,NA,201,243,200,248,NA,NA,NA,NA,NA,E 46,G00000492,710.452739769906,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,710.452708499899,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:47,HNYC_COLUMBIA,NA,1108,1107
744,{00000000-0000-0000-0000-000000000000},G00000493,NY,NEW YORK,MANHATTAN,W 66,1,1,NA,NA,300,320,301,321,NA,NA,NA,NA,NA,W 66,G00000493,391.434241384498,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 19:56:59,RSE2121_COLUMBIA,391.434224151311,7/22/2019 17:22:53,HNYC_COLUMBIA,3/6/2020 18:23:23,ARM2226_COLUMBIA,NA,1375,1378
745,{00000000-0000-0000-0000-000000000000},G00000494,NY,NEW YORK,MANHATTAN,9 AVE,1,1,NA,NA,623,639,622,638,NA,NA,NA,NA,NA,9 AVE,G00000494,260.260513305742,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,260.260501853052,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:47,HNYC_COLUMBIA,NA,1352,1347
746,{00000000-0000-0000-0000-000000000000},G00000495,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,NA,NA,1821,1839,NA,NA,NA,NA,NA,PARK AVE,G00000495,281.082713898532,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,281.082701535255,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:47,HNYC_COLUMBIA,NA,423,423
747,{00000000-0000-0000-0000-000000000000},G00000496,NY,NEW YORK,MANHATTAN,ELDRIDGE,1,1,NA,NA,189,221,188,222,NA,NA,NA,NA,NA,ELDRIDGE,G00000496,451.310302129564,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,451.310282268998,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:47,HNYC_COLUMBIA,NA,889,892
748,{00000000-0000-0000-0000-000000000000},G00000497,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,1,17,2,18,NA,NA,NA,NA,NA,GOLD,G00000497,292.039939943584,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,292.039927081215,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:47,HNYC_COLUMBIA,NA,10,11
749,{00000000-0000-0000-0000-000000000000},G00000498,NY,NEW YORK,MANHATTAN,SAINT NICHOLAS AVE,1,1,NA,NICHOLAS AVE,621,699,624,696,NA,NA,NA,NA,NA,NICHOLAS AVE,G00000498,1072.90405787882,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/13/2019 1:47:50,AMV2173_COLUMBIA,1072.90401065215,7/22/2019 17:22:53,HNYC_COLUMBIA,3/6/2020 20:52:46,MSL2215_COLUMBIA,NA,654,653
750,{00000000-0000-0000-0000-000000000000},G00000499,NY,NEW YORK,MANHATTAN,WAVERLY PL,1,1,NA,NA,26,32,25,31,NA,NA,NA,NA,NA,WAVERLY PL,G00000499,244.700359626049,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,244.700348863274,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:48,HNYC_COLUMBIA,NA,818,822
751,{00000000-0000-0000-0000-000000000000},G00000500,NY,NEW YORK,MANHATTAN,E 122,1,1,NA,NA,207,267,202,258,NA,NA,NA,NA,NA,E 122,G00000500,710.680421729301,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,710.680390439503,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:48,HNYC_COLUMBIA,NA,311,312
752,{00000000-0000-0000-0000-000000000000},G00000501,NY,NEW YORK,MANHATTAN,PERRY,1,1,NA,NA,17,53,20,54,NA,NA,NA,NA,NA,PERRY,G00000501,443.265395610899,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,443.265376093308,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:48,HNYC_COLUMBIA,NA,148,148
753,{00000000-0000-0000-0000-000000000000},G00000502,NY,NEW YORK,MANHATTAN,5 AVE,1,1,NA,NA,NA,NA,1170,1179,NA,NA,M,NA,NA,5 AVE,G00000502,259.661013785406,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,259.661002351495,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:49,HNYC_COLUMBIA,NA,507,472
754,{00000000-0000-0000-0000-000000000000},G00000503,NY,NEW YORK,MANHATTAN,LEX AVE,1,1,NA,LEXINGTON AVE,1962,1976,1943,1977,NA,NA,NA,NA,NA,LEXINGTON AVE,G00000503,262.769024377196,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,262.769012798543,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:49,HNYC_COLUMBIA,NA,420,419
755,{00000000-0000-0000-0000-000000000000},G00000504,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,NA,NA,2800,2818,NA,NA,NA,NA,NA,BROADWAY,G00000504,263.640675859188,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:28:01,AMV2173_COLUMBIA,263.640664258035,7/22/2019 17:22:53,HNYC_COLUMBIA,3/10/2020 19:14:46,MSL2215_COLUMBIA,NA,729,730
756,{00000000-0000-0000-0000-000000000000},G00000505,NY,NEW YORK,MANHATTAN,HAMILTON PL,1,1,NA,NA,90,108,91,109,NA,NA,NA,NA,NA,HAMILTON PL,G00000505,283.618625368798,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/13/2019 2:25:43,AMV2173_COLUMBIA,283.618612876505,7/22/2019 17:22:53,HNYC_COLUMBIA,3/13/2020 18:11:50,MSL2215_COLUMBIA,NA,1431,706
757,{00000000-0000-0000-0000-000000000000},G00000506,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,1411,1429,1412,1432,NA,NA,NA,NA,NA,BROADWAY,G00000506,266.346364626361,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,266.346352912264,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:49,HNYC_COLUMBIA,NA,1198,1198
758,{00000000-0000-0000-0000-000000000000},G00000507,NY,NEW YORK,MANHATTAN,W 156,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,W 156,G00000507,62.6537791002447,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/16/2019 23:59:01,AMV2173_COLUMBIA,62.6537763328751,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:49,HNYC_COLUMBIA,NA,1742,1742
759,{00000000-0000-0000-0000-000000000000},G00000509,NY,NEW YORK,MANHATTAN,HAMILTON PL,1,1,NA,NA,110,132,111,128,NA,NA,NA,NA,NA,HAMILTON PL,G00000509,281.586718322942,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/13/2019 2:25:44,AMV2173_COLUMBIA,281.58670593305,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:50,HNYC_COLUMBIA,NA,700,700
760,{00000000-0000-0000-0000-000000000000},G00000510,NY,NEW YORK,MANHATTAN,W 86,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,W 86,G00000510,66.8122044235499,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 18:22:26,AMV2173_COLUMBIA,66.8122014752319,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:50,HNYC_COLUMBIA,NA,1393,746
761,{00000000-0000-0000-0000-000000000000},G00000511,NY,NEW YORK,MANHATTAN,F DOUGLAS BLVD,1,1,NA,NA,2131,2151,2130,2150,NA,NA,NA,NA,NA,F DOUGLAS BLVD,G00000511,281.548084365168,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:43:04,AMV2173_COLUMBIA,281.548071973099,7/22/2019 17:22:53,HNYC_COLUMBIA,3/6/2020 19:15:13,MSL2215_COLUMBIA,NA,626,566
762,{00000000-0000-0000-0000-000000000000},G00000512,NY,NEW YORK,MANHATTAN,FULTON,1,1,NA,NA,40,52,41,53,NA,NA,NA,NA,NA,FULTON,G00000512,246.138526773753,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,246.138515950538,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:50,HNYC_COLUMBIA,NA,11,11
763,{00000000-0000-0000-0000-000000000000},G00000513,NY,NEW YORK,MANHATTAN,E 17,1,1,NA,NA,101,121,NA,NA,NA,NA,NA,NA,NA,E 17,G00000513,518.909866697867,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/12/2019 5:21:08,AMV2173_COLUMBIA,518.909843855937,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:50,HNYC_COLUMBIA,NA,982,983
764,{00000000-0000-0000-0000-000000000000},G00000514,NY,NEW YORK,MANHATTAN,AMSTERDAM AVE,1,1,NA,NA,858,878,859,877,NA,NA,NA,NA,NA,AMSTERDAM AVE,G00000514,264.831370726389,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:07:36,AMV2173_COLUMBIA,264.831359056185,7/22/2019 17:22:53,HNYC_COLUMBIA,3/19/2020 16:20:50,MSL2215_COLUMBIA,NA,734,607
765,{00000000-0000-0000-0000-000000000000},G00000515,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,774,786,NA,NA,NA,NA,NA,NA,NA,PARK AVE,G00000515,262.897065744122,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,262.897054177058,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:51,HNYC_COLUMBIA,NA,1160,1160
766,{00000000-0000-0000-0000-000000000000},G00000516,NY,NEW YORK,MANHATTAN,W 75,1,1,NA,NA,226,262,227,261,NA,NA,NA,NA,NA,W 75,G00000516,518.498959428803,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:12:26,AMV2173_COLUMBIA,518.498936588162,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:51,HNYC_COLUMBIA,NA,1389,1389
767,{00000000-0000-0000-0000-000000000000},G00000517,NY,NEW YORK,MANHATTAN,W 142,1,1,NA,NA,504,558,505,549,NA,NA,NA,NA,NA,W 142,G00000517,651.820744405908,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/16/2019 23:13:20,AMV2173_COLUMBIA,651.820715712568,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:51,HNYC_COLUMBIA,NA,1431,700
768,{00000000-0000-0000-0000-000000000000},G00000518,NY,NEW YORK,MANHATTAN,E 81,1,1,NA,NA,201,249,200,244,NA,NA,NA,NA,NA,E 81,G00000518,710.00501189995,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,710.004980639033,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:51,HNYC_COLUMBIA,NA,1038,1037
769,{00000000-0000-0000-0000-000000000000},G00000519,NY,NEW YORK,MANHATTAN,LAFAYETTE,1,1,NA,NA,378,388,377,389,NA,NA,NA,NA,NA,LAFAYETTE,G00000519,250.949638684079,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,250.949627632083,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:51,HNYC_COLUMBIA,NA,819,819
770,{00000000-0000-0000-0000-000000000000},G00000520,NY,NEW YORK,MANHATTAN,BEDFORD,1,1,NA,BEDFORT,63,77,60,74,NA,NA,NA,NA,NA,BEDFORT,G00000520,215.120715487749,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,215.120706013377,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:52,HNYC_COLUMBIA,NA,130,128
771,{00000000-0000-0000-0000-000000000000},G00000521,NY,NEW YORK,MANHATTAN,ALLEN,1,1,NA,NA,71,87,70,86,NA,NA,NA,NA,NA,ALLEN,G00000521,361.039010865078,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,361.038994978106,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:52,HNYC_COLUMBIA,NA,209,210
772,{00000000-0000-0000-0000-000000000000},G00000522,NY,NEW YORK,MANHATTAN,W 21,1,1,NA,NA,300,362,301,363,NA,NA,NA,NA,NA,W 21,G00000522,902.32417950433,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,902.324139785244,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:52,HNYC_COLUMBIA,NA,855,854
773,{00000000-0000-0000-0000-000000000000},G00000523,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,3821,3839,NA,NA,NA,NA,NA,NA,NA,BROADWAY,G00000523,259.432528330862,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 0:15:17,AMV2173_COLUMBIA,259.432516914131,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:52,HNYC_COLUMBIA,NA,686,686
774,{00000000-0000-0000-0000-000000000000},G00000524,NY,NEW YORK,MANHATTAN,LENOX AVE,1,1,NA,NA,321,337,318,340,NA,NA,NA,NA,6 AVE,LENOX AVE,G00000524,260.032479124269,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:43:04,AMV2173_COLUMBIA,260.032467686046,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:53,HNYC_COLUMBIA,NA,550,496
775,{00000000-0000-0000-0000-000000000000},G00000525,NY,NEW YORK,MANHATTAN,W 166,1,1,NA,NA,500,520,501,521,NA,NA,NA,NA,NA,W 166,G00000525,460.486409473312,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 19:06:34,RSE2121_COLUMBIA,460.486676867751,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:53,HNYC_COLUMBIA,NA,685,685
