ED,Name,OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,source
30,BROADWAY,3137,{00000000-0000-0000-0000-000000000000},G00002954,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,345,347,346,348,NA,NA,NA,NA,NA,G00002954,87.2833374226469,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,87.2833335789274,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:33,HNYC_COLUMBIA,NA,Morse geo
30,BROADWAY,4057,{00000000-0000-0000-0000-000000000000},G00003901,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,401,413,400,412,NA,NA,NA,NA,NA,G00003901,228.268838946726,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,228.268828898508,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:35,HNYC_COLUMBIA,NA,Morse geo
30,BROADWAY,4690,{00000000-0000-0000-0000-000000000000},G00004547,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,349,363,350,362,NA,NA,NA,NA,NA,G00004547,250.142954450145,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,250.142943431255,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:49,HNYC_COLUMBIA,NA,Morse geo
30,BROADWAY,4902,{00000000-0000-0000-0000-000000000000},G00004770,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,305,317,306,318,NA,NA,NA,NA,NA,G00004770,227.014891041134,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,227.014881059159,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:37,HNYC_COLUMBIA,NA,Morse geo
30,BROADWAY,5614,{00000000-0000-0000-0000-000000000000},G00005500,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,381,399,380,398,NA,NA,NA,NA,NA,G00005500,260.2588053788,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,260.258793924916,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:23,HNYC_COLUMBIA,NA,Morse geo
30,BROADWAY,6778,{00000000-0000-0000-0000-000000000000},G00006689,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BROADWAY,NA,NA,263,267,NA,NA,NA,NA,NA,G00006689,112.652285121794,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,112.652280164027,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:06,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,5121,{00000000-0000-0000-0000-000000000000},G00004995,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,G00004995,255.799823873387,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.799812603282,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:38:34,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,2097,{00000000-0000-0000-0000-000000000000},G00001884,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,NA,NA,11,19,NA,NA,NA,NA,NA,G00001884,134.126147513354,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,134.126141600676,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:20,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,2102,{00000000-0000-0000-0000-000000000000},G00001889,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,G00001889,145.541252545157,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,145.541246135358,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:21,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,2296,{00000000-0000-0000-0000-000000000000},G00002090,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,44,58,43,51,NA,NA,NA,NA,NA,G00002090,233.39304655795,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,233.393036292575,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:01,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,3479,{00000000-0000-0000-0000-000000000000},G00003307,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00003307,68.5635071495124,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,68.5635041331058,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:32:39,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,4231,{00000000-0000-0000-0000-000000000000},G00004082,NY,NEW YORK,MANHATTAN,ERICSSON PL,1,1,NA,BEACH,22,42,NA,NA,NA,NA,NA,NA,NA,G00004082,496.362696433427,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,496.362674577686,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:09,HNYC_COLUMBIA,NA,Morse geo
31,BEACH,5482,{00000000-0000-0000-0000-000000000000},G00005366,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,60,62,53,59,NA,NA,NA,NA,NA,G00005366,213.191335182849,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,213.191325801024,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:58,HNYC_COLUMBIA,NA,Morse geo
32,BEACH,6716,{00000000-0000-0000-0000-000000000000},G00006627,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BEACH,64,66,63,67,NA,NA,NA,NA,NA,G00006627,205.284580204303,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,205.284571154943,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:54,HNYC_COLUMBIA,NA,Morse geo
32,BEACH,6755,{00000000-0000-0000-0000-000000000000},G00006666,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BEACH,72,82,75,85,NA,NA,NA,NA,NA,G00006666,308.925813874935,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,308.925800284154,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:02,HNYC_COLUMBIA,NA,Morse geo
33,W BROADWAY,1411,{00000000-0000-0000-0000-000000000000},G00001179,NY,NEW YORK,MANHATTAN,W BROADWAY,1,1,NA,NA,148,168,149,169,NA,NA,NA,NA,NA,G00001179,228.426814962063,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,228.426804905987,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:08,HNYC_COLUMBIA,NA,Morse geo
33,W BROADWAY,4366,{00000000-0000-0000-0000-000000000000},G00004221,NY,NEW YORK,MANHATTAN,W BROADWAY,1,1,NA,NA,112,126,111,125,NA,NA,NA,NA,NA,G00004221,242.690111850448,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,242.690101175713,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:39,HNYC_COLUMBIA,NA,Morse geo
33,W BROADWAY,5061,{00000000-0000-0000-0000-000000000000},G00004933,NY,NEW YORK,MANHATTAN,W BROADWAY,1,1,NA,NA,170,188,171,187,NA,NA,NA,NA,NA,G00004933,258.912105662622,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,258.912094257242,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:38:22,HNYC_COLUMBIA,NA,Morse geo
33,W BROADWAY,5699,{00000000-0000-0000-0000-000000000000},G00005585,NY,NEW YORK,MANHATTAN,W BROADWAY,1,1,NA,NA,128,146,127,147,NA,NA,NA,NA,NA,G00005585,227.166712183024,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,227.16670217813,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:42,HNYC_COLUMBIA,NA,Morse geo
33,W BROADWAY,5768,{00000000-0000-0000-0000-000000000000},G00005657,NY,NEW YORK,MANHATTAN,W BROADWAY,1,1,NA,NA,190,206,189,207,NA,NA,NA,NA,NA,G00005657,250.683026633491,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,250.683015611229,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:55,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,2127,{00000000-0000-0000-0000-000000000000},G00001915,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,518,518,NA,NA,NA,NA,NA,NA,NA,G00001915,88.2727340358884,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,88.272730166837,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:26,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,6767,{00000000-0000-0000-0000-000000000000},G00006678,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,526,540,NA,NA,NA,NA,NA,NA,NA,G00006678,277.246474920614,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,277.246462704271,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:04,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,1086,{00000000-0000-0000-0000-000000000000},G00000845,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,492,500,505,521,NA,NA,NA,NA,NA,G00000845,255.91547232913,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.915461070223,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:24:56,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,2536,{00000000-0000-0000-0000-000000000000},G00002335,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,502,516,523,529,NA,NA,NA,NA,NA,G00002335,165.025570023222,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,165.025785374177,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:45,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,3131,{00000000-0000-0000-0000-000000000000},G00002948,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,470,486,NA,NA,NA,NA,NA,NA,NA,G00002948,148.957985917198,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,148.957979359977,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:32,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,5406,{00000000-0000-0000-0000-000000000000},G00005288,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,486,490,489,503,NA,NA,NA,NA,NA,G00005288,128.971461273834,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,128.971455591724,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:42,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,6319,{00000000-0000-0000-0000-000000000000},G00006224,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,NA,NA,531,541,NA,NA,NA,NA,NA,G00006224,112.238476487173,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,112.238471566008,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:43,HNYC_COLUMBIA,NA,Morse geo
34,CANAL,6769,{00000000-0000-0000-0000-000000000000},G00006680,NY,NEW YORK,MANHATTAN,CANAL,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00006680,336.205365503453,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,336.205350705053,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:04,HNYC_COLUMBIA,NA,Morse geo
35,BEACH,2097,{00000000-0000-0000-0000-000000000000},G00001884,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,NA,NA,11,19,NA,NA,NA,NA,NA,G00001884,134.126147513354,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,134.126141600676,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:20,HNYC_COLUMBIA,NA,Morse geo
35,BEACH,2102,{00000000-0000-0000-0000-000000000000},G00001889,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,G00001889,145.541252545157,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,145.541246135358,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:21,HNYC_COLUMBIA,NA,Morse geo
35,BEACH,3479,{00000000-0000-0000-0000-000000000000},G00003307,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00003307,68.5635071495124,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,68.5635041331058,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:32:39,HNYC_COLUMBIA,NA,Morse geo
35,BEACH,4231,{00000000-0000-0000-0000-000000000000},G00004082,NY,NEW YORK,MANHATTAN,ERICSSON PL,1,1,NA,BEACH,22,42,NA,NA,NA,NA,NA,NA,NA,G00004082,496.362696433427,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,496.362674577686,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:09,HNYC_COLUMBIA,NA,Morse geo
36,BEACH,2296,{00000000-0000-0000-0000-000000000000},G00002090,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,44,58,43,51,NA,NA,NA,NA,NA,G00002090,233.39304655795,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,233.393036292575,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:01,HNYC_COLUMBIA,NA,Morse geo
36,BEACH,5482,{00000000-0000-0000-0000-000000000000},G00005366,NY,NEW YORK,MANHATTAN,BEACH,1,1,NA,NA,60,62,53,59,NA,NA,NA,NA,NA,G00005366,213.191335182849,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,213.191325801024,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:58,HNYC_COLUMBIA,NA,Morse geo
36,BEACH,6716,{00000000-0000-0000-0000-000000000000},G00006627,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BEACH,64,66,63,67,NA,NA,NA,NA,NA,G00006627,205.284580204303,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,205.284571154943,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:54,HNYC_COLUMBIA,NA,Morse geo
36,BEACH,6755,{00000000-0000-0000-0000-000000000000},G00006666,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BEACH,72,82,75,85,NA,NA,NA,NA,NA,G00006666,308.925813874935,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,308.925800284154,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:02,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,893,{00000000-0000-0000-0000-000000000000},G00000644,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,273,287,274,288,NA,NA,NA,NA,NA,G00000644,219.901296435023,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,219.901286760452,7/22/2019 17:22:53,HNYC_COLUMBIA,3/6/2020 19:39:16,ARM2226_COLUMBIA,NA,Morse geo
37,BROADWAY,1099,{00000000-0000-0000-0000-000000000000},G00000859,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,249,259,NA,NA,NA,NA,NA,NA,NA,G00000859,235.261789312796,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,235.261778959124,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:24:59,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,2076,{00000000-0000-0000-0000-000000000000},G00001863,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,ASTOR PL,1,10,NA,NA,NA,M,NA,NA,NA,G00001863,259.671856059037,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,259.671844632237,7/22/2019 17:22:53,HNYC_COLUMBIA,3/6/2020 18:13:35,ARM2226_COLUMBIA,NA,Morse geo
37,BROADWAY,2864,{00000000-0000-0000-0000-000000000000},G00002674,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,289,303,290,304,NA,NA,NA,NA,NA,G00002674,241.554912545309,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,241.554901905214,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:41,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,3686,{00000000-0000-0000-0000-000000000000},G00003519,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,229,237,NA,NA,NA,NA,NA,NA,NA,G00003519,230.082192217974,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,230.082182077123,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:23,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,4902,{00000000-0000-0000-0000-000000000000},G00004770,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,305,317,306,318,NA,NA,NA,NA,NA,G00004770,227.014891041134,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,227.014881059159,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:37,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,5622,{00000000-0000-0000-0000-000000000000},G00005508,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,261,271,NA,NA,NA,NA,NA,NA,NA,G00005508,242.317413275996,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,242.317402611793,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:26,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,6781,{00000000-0000-0000-0000-000000000000},G00006692,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,239,238,NA,NA,NA,NA,NA,NA,NA,G00006692,50.4205983984838,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 4:49:14,AMV2173_COLUMBIA,50.4205961915145,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:07,HNYC_COLUMBIA,NA,Morse geo
37,BROADWAY,6783,{00000000-0000-0000-0000-000000000000},G00006694,NY,NEW YORK,MANHATTAN,BROADWAY,1,1,NA,NA,240,247,NA,NA,NA,NA,NA,NA,NA,G00006694,175.890109006332,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/12/2019 2:41:17,AMV2173_COLUMBIA,175.890101251929,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:07,HNYC_COLUMBIA,NA,Morse geo
38,BENSON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
39,CITY JAIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
40,BAXTER,2617,{00000000-0000-0000-0000-000000000000},G00002418,NY,NEW YORK,MANHATTAN,BAXTER,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00002418,88.7187650925245,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,88.7187611864727,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:58,HNYC_COLUMBIA,NA,Morse geo
40,BAXTER,3742,{00000000-0000-0000-0000-000000000000},G00003577,NY,NEW YORK,MANHATTAN,BAXTER,1,1,NA,NA,74,82,73,77,NA,NA,NA,NA,NA,G00003577,137.929485301542,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,137.929479220462,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:36,HNYC_COLUMBIA,NA,Morse geo
40,BAXTER,5307,{00000000-0000-0000-0000-000000000000},G00005186,NY,NEW YORK,MANHATTAN,BAXTER,1,1,NA,NA,84,98,79,99,NA,NA,NA,NA,NA,G00005186,316.033150746203,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,316.033136833426,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:23,HNYC_COLUMBIA,NA,Morse geo
40,BAXTER,6787,{00000000-0000-0000-0000-000000000000},G00006698,NY,NEW YORK,MANHATTAN,BAXTER,1,1,NA,NA,48,64,NA,NA,NA,NA,NA,NA,NA,G00006698,285.027259353426,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,285.027246814785,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:08,HNYC_COLUMBIA,NA,Morse geo
40,BAXTER,6788,{00000000-0000-0000-0000-000000000000},G00006699,NY,NEW YORK,MANHATTAN,BAXTER,1,1,NA,NA,66,72,NA,NA,NA,NA,NA,NA,NA,G00006699,121.267897396169,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,121.26789206945,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:08,HNYC_COLUMBIA,NA,Morse geo
41,BAXTER,6847,{00000000-0000-0000-0000-000000000000},G00006758,NY,NEW YORK,MANHATTAN,BAXTER,1,1,NA,NA,26,46,NA,NA,NA,NA,NA,NA,NA,G00006758,255.156105338596,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.156094092321,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:19,HNYC_COLUMBIA,NA,Morse geo
41,BAXTER,6849,{00000000-0000-0000-0000-000000000000},G00006760,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BAXTER,NA,NA,NA,NA,A,NA,NA,NA,NA,G00006760,38.8258714942734,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,38.8258697913651,7/22/2019 17:22:53,HNYC_COLUMBIA,3/9/2020 18:31:42,AMV2173_COLUMBIA,NA,Morse geo
42,BAXTER,6797,{00000000-0000-0000-0000-000000000000},G00006708,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BAXTER,2,24,1,23,NA,NA,NA,NA,NA,G00006708,429.784336483326,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,429.784317564603,7/22/2019 17:22:53,HNYC_COLUMBIA,3/9/2020 18:31:41,AMV2173_COLUMBIA,NA,Morse geo
43,5 POINTS INDUSTRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
44,BAXTER,6797,{00000000-0000-0000-0000-000000000000},G00006708,NY,NEW YORK,MANHATTAN,NA,1,1,NA,BAXTER,2,24,1,23,NA,NA,NA,NA,NA,G00006708,429.784336483326,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,429.784317564603,7/22/2019 17:22:53,HNYC_COLUMBIA,3/9/2020 18:31:41,AMV2173_COLUMBIA,NA,Morse geo
45,BAXTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
46,BOWERY,3276,{00000000-0000-0000-0000-000000000000},G00003096,NY,NEW YORK,MANHATTAN,KIMLOW SQ,1,1,NA,BOWERY,NA,NA,NA,NA,A,NA,NA,NA,NA,G00003096,238.144346199117,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,236.75217299466,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:58,HNYC_COLUMBIA,NA,Morse geo
46,BOWERY,3109,{00000000-0000-0000-0000-000000000000},G00002925,NY,NEW YORK,MANHATTAN,BOWERY,1,1,NA,NA,2,18,1,19,NA,NA,NA,NA,NA,G00002925,248.797741497794,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,248.797730548441,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:28,HNYC_COLUMBIA,NA,Morse geo
47,BAYARD,1400,{00000000-0000-0000-0000-000000000000},G00001167,NY,NEW YORK,MANHATTAN,BAYARD,1,1,NA,NA,57,73,60,74,NA,NA,NA,NA,NA,G00001167,236.544864959251,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,236.544854540174,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:06,HNYC_COLUMBIA,NA,Morse geo
47,BAYARD,2451,{00000000-0000-0000-0000-000000000000},G00002250,NY,NEW YORK,MANHATTAN,BAYARD,1,1,NA,NA,39,55,40,58,NA,NA,NA,NA,NA,G00002250,278.669724116947,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,278.669711842435,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:30,HNYC_COLUMBIA,NA,Morse geo
